#EJECUCIÓN GASTOS CORRIENTES EJERCICIO 2015,,,,,,,
#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
A,132,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,378.1
A,132,45320,APORTACION AL CONSORCIO DE TRANSPORTES,243000,128557.88,371557.88,371557.88
A,132,61000,EDIFICIO DE SEGURIDAD,500000,-268557.88,231442.12,7612.19
A,132,62400,ELEMENTOS DE TRANSPORTE,50000,0,50000,49653.59
A,132,63302,PLAN MUNICIPAL DE SEGURIDAD Y CONTROL DEL TRÁFICO,100000,0,100000,94523.23
A,132,63400,INVERSION DE REPOSICION EN ELEMENTOS DE TRANSPORTE,10000,0,10000,0
A,135,13000,RETRIBUCIONES BÁSICAS,170000,0,170000,162954.6
A,135,13002,OTRAS REMUNERACIONES,13000,0,13000,11892.33
A,135,15000,PRODUCTIVIDAD,123000,0,123000,138308.87
A,135,16000,SEGURIDAD SOCIAL,94000,0,94000,82535.96
A,135,16204,ACCIÓN SOCIAL,5000,0,5000,3438.1
A,135,16205,SEGUROS,500,0,500,1177.06
A,135,16209,OTROS GASTOS SOCIALES,800,0,800,575.48
A,135,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,12500,0,12500,3422.64
A,135,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,10000,0,10000,14314.64
A,135,22103,COMBUSTIBLES Y CARBURANTES,4000,0,4000,0
A,135,22104,VESTUARIO,10000,0,10000,23003.25
A,135,22111,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE.",6500,0,6500,663.08
A,135,22118,UTILES,18000,0,18000,34779.15
A,135,22502,TRIBUTOS AUTONÓMICOS SERVICIO PREVENCIÓN EXTINCIÓN INCENDIOS,1500000,0,1500000,1461318.22
A,135,22690,GASTOS DIVERSOS,10700,0,10700,20181.78
A,135,62301,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE.",7000,0,7000,6936.45
A,135,62401,ELEMENTOS DE TRANSPORTE,10000,0,10000,9801
A,2311,13000,RETRIBUCIONES BÁSICAS,513000,0,513000,386290.11
A,2311,13002,OTRAS REMUNERACIONES,107000,0,107000,77610.78
A,2311,15000,PRODUCTIVIDAD,67000,0,67000,54869.74
A,2311,15200,OTROS INCENTIVOS AL RENDIMIENTO,5000,0,5000,5764.78
A,2311,16000,SEGURIDAD SOCIAL,212000,0,212000,163728.46
A,2311,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,4000,0,4000,4101.85
A,2311,16204,ACCIÓN SOCIAL,6000,0,6000,6515.48
A,2311,16205,SEGUROS,2400,0,2400,1551.85
A,2311,16209,OTROS GASTOS SOCIALES,2100,0,2100,877.94
A,2311,20200,ARRENDAMIENTOS VIVIENDAS IVIMA,5000,0,5000,0
A,2311,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,19000,0,19000,10154.25
A,2311,21200,REP. MANT. Y CONSERVACION EDIFICIOS,5000,0,5000,2471.36
A,2311,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,237100,0,237100,300403.93
A,2311,22101,SUMINISTROS: AGUA,4500,0,4500,10000.18
A,2311,22102,GAS,2600,0,2600,5305.76
A,2311,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,6271.88
A,2311,22201,POSTALES,10000,0,10000,9060.31
A,2311,22690,GASTOS DIVERSOS,20000,0,20000,4179.37
A,2311,22718,MANTENIMIENTO ASCENSORES,1300,0,1300,2739.97
A,2311,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,15605.84
A,2311,22722,CONTRATO ESTANCIAS EN RESIDENCIA PRIVADA,125000,0,125000,74582.88
A,2311,22724,T.R.O.E.P.: SERVICIO TELEASISTENCIA,45000,0,45000,17587.18
A,2311,22725,TRABAJOS EMPRESAS Y PROF: PROGRAMA DE FAMILIA,124000,0,124000,82335.18
A,2311,22726,CONTRATO SERVICIO AYUDA A DOMICILIO,300000,0,300000,269619.57
A,2311,22727,T.R.O.E.P.:AUTONOMÍA PERSONAL,75000,0,75000,8171.27
A,2311,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,20000,0,20000,17011.49
A,2311,23300,OTRAS INDEMNIZACIONES,30000,0,30000,0
A,2311,48018,EMERGENCIA SOCIAL BASICA,300000,0,300000,200712.42
A,2311,48021,AYUDAS MEJORA HABITABILIDAD,12000,0,12000,10183.94
A,2311,48023,SUBVENCIÓN COMEDOR SOCIAL,15000,0,15000,7500
A,2311,63301,INV. EN ADAPTACIÓN Y MEJORA ACCESIBILIDAD INFRAESTRUCTURAS,81000,-59261,21739,2533.23
A,2313,13000,RETRIBUCIONES BÁSICAS,109000,0,109000,111274.08
A,2313,13002,OTRAS REMUNERACIONES,27000,0,27000,29071.23
A,2313,15000,PRODUCTIVIDAD,13000,0,13000,13644.67
A,2313,15200,OTROS INCENTIVOS AL RENDIMIENTO,3000,0,3000,4001.55
A,2313,16000,SEGURIDAD SOCIAL,47000,0,47000,50616.76
A,2313,16204,ACCIÓN SOCIAL,3000,0,3000,5965.96
A,2313,16205,SEGUROS,100,0,100,330.03
A,2313,16209,OTROS GASTOS SOCIALES,100,0,100,159.17
A,2313,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,9500,0,9500,7615.47
A,2313,21200,REP. MANT. Y CONSERVACION EDIFICIOS,4000,0,4000,1939.05
A,2313,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,3000,0,3000,0
A,2313,22101,SUMINISTROS: AGUA,650,0,650,814.23
A,2313,22200,SERVICIOS DE TELECOMUNICACIONES,3500,0,3500,2534.76
A,2313,22606,"REUNIONES, CONFERENCIAS, CURSOS",2000,0,2000,2774.85
A,2313,22612,PUNTO MUNICIPAL SOLIDARIO,2000,0,2000,1926.54
A,2313,22616,PUNTO DE INFORMACIÓN ASOCIATIVA,2000,0,2000,1132.56
A,2313,22617,PLAN DE IGUALDAD,5900,0,5900,4400
A,2313,22624,PREVENCIÓN Y SENSIBILIZACIÓN,10000,0,10000,12149.7
A,2313,22625,CONCILIACIÓN Y CORRESPONSABILIDAD,25000,0,25000,16238.83
A,2313,22626,IGUALDAD DE OPORTUNIDADES,8000,0,8000,0
A,2313,22690,GASTOS DIVERSOS,9000,0,9000,8016.5
A,2313,22718,MANTENIMIENTO ASCENSORES,1250,0,1250,1986.1
A,2313,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,6055.11
A,2313,48022,AYUDAS Y SUBVENCIONES A  ORGANIZACIONES VECINALES,50000,0,50000,49566.97
A,241,13000,RETRIBUCIONES BÁSICAS,80000,0,80000,84927.41
A,241,13002,OTRAS REMUNERACIONES,24000,0,24000,23373.17
A,241,14300,OTRO PERSONAL,150000,0,150000,374867.79
A,241,15000,PRODUCTIVIDAD,11000,0,11000,10798.37
A,241,16000,SEGURIDAD SOCIAL,54000,0,54000,31612.29
A,241,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000,0,1000,1527.64
A,241,16204,ACCIÓN SOCIAL,4000,0,4000,690.38
A,241,16205,SEGUROS,400,0,400,306.9
A,241,16209,OTROS GASTOS SOCIALES,400,0,400,523.45
A,241,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,11000,0,11000,6599.95
A,241,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,29000,0,29000,0
A,241,22101,SUMINISTROS: AGUA,36500,0,36500,29883.13
A,241,22102,GAS,2400,0,2400,1710
A,241,22200,SERVICIOS DE TELECOMUNICACIONES,10800,0,10800,7703.59
A,241,22201,POSTALES,5000,0,5000,3864.85
A,241,22690,GASTOS DIVERSOS,10000,0,10000,2344.84
A,241,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,1151.01
A,241,22719,MANTENIMIENTO CLIMATIZACION,8000,0,8000,5111.88
A,241,22731,T.R.O.E.P.: CURSOS FORM.OCUPACIONAL,300000,0,300000,38301.65
A,241,22733,FOMENTO DEL EMPLEO,150000,0,150000,47.9
A,241,22734,T.R.O.E.P. CLUB DE EMPLEO,40000,0,40000,0
A,241,22751,T.R.O.E.P. EFQM,5000,0,5000,0
A,241,22754,T.R.O.E.P.: CENTRO DE EMPRENDEDORES,135000,0,135000,0
A,320,12004,SUELDOS DEL GRUPO C2,9000,0,9000,9611.06
A,320,12006,TRIENIOS,3000,0,3000,3077.78
A,320,12100,COMPLEMENTO DE DESTINO,6000,0,6000,5728.31
A,320,12101,COMPLEMENTO ESPECÍFICO,5000,0,5000,5099.07
A,320,13000,RETRIBUCIONES BÁSICAS,135000,0,135000,215237.66
A,320,13002,OTRAS REMUNERACIONES,18000,0,18000,45655.12
A,320,15000,PRODUCTIVIDAD,30000,0,30000,32511.96
A,320,16000,SEGURIDAD SOCIAL,64000,0,64000,50343.04
A,320,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000,0,2000,3069.41
A,320,16204,ACCIÓN SOCIAL,5000,0,5000,5588.08
A,320,16205,SEGUROS,400,0,400,374.37
A,320,16209,OTROS GASTOS SOCIALES,300,0,300,233.73
A,320,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,1500,0,1500,1015.52
A,320,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,720.66
A,320,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,17000,0,17000,52440.76
A,320,22101,SUMINISTROS: AGUA,800,0,800,10036.21
A,320,22200,SERVICIOS DE TELECOMUNICACIONES,4500,0,4500,950.46
A,320,22201,POSTALES,5000,0,5000,1343.92
A,320,22699,OTROS GASTOS DIVERSOS,36000,0,36000,35565.58
A,320,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,3492.23
A,320,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,2220.86
A,320,22745,CONTRATO CAMPAMENTO URBANO,70000,0,70000,0
A,320,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,5000,0,5000,9894.47
A,320,42200,CONVENIO UNED,20000,0,20000,11222
A,320,48009,CONVENIO ABSENTISMO ESCOLAR,5000,0,5000,3256.11
A,320,48019,PROGRAMA MUNICIPAL DE APOYO A LA ESCOLARIDAD,40000,0,40000,39840
A,3201,13000,RETRIBUCIONES BÁSICAS,320000,0,320000,218909.8
A,3201,13002,OTRAS REMUNERACIONES,92000,0,92000,68252.56
A,3201,15000,PRODUCTIVIDAD,43000,0,43000,39934.49
A,3201,15200,OTROS INCENTIVOS AL RENDIMIENTO,1000,0,1000,122.5
A,3201,16000,SEGURIDAD SOCIAL,144000,0,144000,50343.04
A,3201,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000,0,3000,2838.55
A,3201,16204,ACCIÓN SOCIAL,12000,0,12000,4170.14
A,3201,16205,SEGUROS,1000,0,1000,663.13
A,3201,16209,OTROS GASTOS SOCIALES,500,0,500,355.59
A,3201,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,900,0,900,1015.52
A,3201,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,727.7
A,3201,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,11000,0,11000,0
A,3201,22101,SUMINISTROS: AGUA,1000,0,1000,538.89
A,3201,22103,COMBUSTIBLES Y CARBURANTES,5500,0,5500,3670.06
A,3201,22200,SERVICIOS DE TELECOMUNICACIONES,600,0,600,533.71
A,3201,22699,OTROS GASTOS DIVERSOS,1250,0,1250,641.3
A,3201,22718,MANTENIMIENTO ASCENSORES,1250,0,1250,575.46
A,3201,22719,MANTENIMIENTO CLIMATIZACION,2000,0,2000,1695.34
A,3201,22728,CONTRATO MANUTENCION NIÑOS E. INFANTIL,70000,0,70000,66848.94
A,3201,48006,TRANSFERENCIAS ESCUELAS INFANTILES,385000,0,385000,337412.33
A,3202,13000,RETRIBUCIONES BÁSICAS,74000,0,74000,62171.39
A,3202,13002,OTRAS REMUNERACIONES,30000,0,30000,23744.64
A,3202,15000,PRODUCTIVIDAD,26000,0,26000,27684.15
A,3202,16000,SEGURIDAD SOCIAL,36000,0,36000,50343.04
A,3202,16204,ACCIÓN SOCIAL,2500,0,2500,1274.75
A,3202,16205,SEGUROS,100,0,100,252.76
A,3202,16209,OTROS GASTOS SOCIALES,100,0,100,133.25
A,3202,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,8000,0,8000,1015.52
A,3202,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,3851.83
A,3202,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,102000,0,102000,119389.84
A,3202,22101,SUMINISTROS: AGUA,48000,0,48000,36525.01
A,3202,22102,GAS,240000,0,240000,117598.55
A,3202,22200,SERVICIOS DE TELECOMUNICACIONES,350,0,350,493.29
A,3202,22699,OTROS GASTOS DIVERSOS,2400,0,2400,50647
A,3202,22718,MANTENIMIENTO ASCENSORES,7550,0,7550,3476.61
A,3202,22719,MANTENIMIENTO CLIMATIZACION,15000,0,15000,2220.86
A,3202,63200,INVERSION Y MEJORA EN CENTROS EDUCATIVOS,60000,0,60000,17455.04
A,3203,13000,RETRIBUCIONES BÁSICAS,22000,0,22000,18291.27
A,3203,13002,OTRAS REMUNERACIONES,3000,0,3000,2588.3
A,3203,15000,PRODUCTIVIDAD,5000,0,5000,3561.18
A,3203,16000,SEGURIDAD SOCIAL,9000,0,9000,50343.04
A,3203,16204,ACCIÓN SOCIAL,1000,0,1000,0
A,3203,16205,SEGUROS,50,0,50,232.49
A,3203,16209,OTROS GASTOS SOCIALES,50,0,50,108.96
A,3203,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,500,0,500,897.76
A,3203,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,492.57
A,3203,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,6400,0,6400,0
A,3203,22101,SUMINISTROS: AGUA,3700,0,3700,0
A,3203,22102,GAS,2000,0,2000,0
A,3203,22200,SERVICIOS DE TELECOMUNICACIONES,300,0,300,0
A,3203,22699,OTROS GASTOS DIVERSOS,2000,0,2000,14492.72
A,3203,22718,MANTENIMIENTO ASCENSORES,1500,0,1500,506
A,3203,22719,MANTENIMIENTO CLIMATIZACION,1500,0,1500,2355.93
A,3204,13000,RETRIBUCIONES BÁSICAS,316000,0,316000,340626.38
A,3204,13002,OTRAS REMUNERACIONES,63000,0,63000,58439.22
A,3204,15000,PRODUCTIVIDAD,75000,0,75000,71112.92
A,3204,16000,SEGURIDAD SOCIAL,140000,0,140000,109994.6
A,3204,16204,ACCIÓN SOCIAL,10000,0,10000,2985.41
A,3204,16205,SEGUROS,1000,0,1000,541.98
A,3204,16209,OTROS GASTOS SOCIALES,500,0,500,470.79
A,3204,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,2000,0,2000,3554.31
A,3204,21200,REP. MANT. Y CONSERVACION EDIFICIOS,3000,0,3000,2726.35
A,3204,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,24200,0,24200,26578.38
A,3204,22101,SUMINISTROS: AGUA,3500,0,3500,2372.86
A,3204,22200,SERVICIOS DE TELECOMUNICACIONES,2200,0,2200,908.75
A,3204,22615,GASTOS ESCUELA MUSICA,4000,0,4000,3033.87
A,3204,22699,OTROS GASTOS DIVERSOS,4600,0,4600,2901.6
A,3204,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,5151.89
A,3205,22729,CONTRATO SERVICIO ACTIVIDADES EXTRAESCOLARES,115000,0,115000,94897.69
A,3207,13000,RETRIBUCIONES BÁSICAS,12000,0,12000,10195.95
A,3207,13002,OTRAS REMUNERACIONES,5000,0,5000,3943.83
A,3207,15000,PRODUCTIVIDAD,4000,0,4000,3348.07
A,3207,16000,SEGURIDAD SOCIAL,6000,0,6000,0
A,3207,16204,ACCIÓN SOCIAL,500,0,500,81.12
A,3207,16205,SEGUROS,50,0,50,0
A,3207,16209,OTROS GASTOS SOCIALES,50,0,50,1.71
A,3207,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,800,0,800,1015.52
A,3207,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,525.22
A,3207,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,10000,0,10000,0
A,3207,22101,SUMINISTROS: AGUA,1000,0,1000,588.84
A,3207,22200,SERVICIOS DE TELECOMUNICACIONES,300,0,300,388.17
A,3207,22718,MANTENIMIENTO ASCENSORES,1300,0,1300,599.13
A,3207,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,2220.86
A,3207,22746,CONTRATO GESTION LUDOTECA MPAL,65000,0,65000,66377.29
A,334,12003,SUELDOS DEL GRUPO C1,12000,0,12000,20820.38
A,334,12004,SUELDOS DEL GRUPO C2,9000,0,9000,0
A,334,12006,TRIENIOS,6000,0,6000,5984.47
A,334,12100,COMPLEMENTO DE DESTINO,14000,0,14000,13039.22
A,334,12101,COMPLEMENTO ESPECÍFICO,19000,0,19000,17580.05
A,334,13000,RETRIBUCIONES BÁSICAS,309000,0,309000,295470.32
A,334,13002,OTRAS REMUNERACIONES,88000,0,88000,81416.4
A,334,15000,PRODUCTIVIDAD,53000,0,53000,63674.37
A,334,15200,OTROS INCENTIVOS AL RENDIMIENTO,26000,0,26000,13886.2
A,334,16000,SEGURIDAD SOCIAL,164000,0,164000,142327.47
A,334,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000,0,2000,2287.55
A,334,16204,ACCIÓN SOCIAL,17000,0,17000,11001.14
A,334,16205,SEGUROS,1400,0,1400,1902.82
A,334,16209,OTROS GASTOS SOCIALES,1200,0,1200,808.59
A,334,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,16000,0,16000,10154.25
A,334,20900,CÁNONES.,4000,0,4000,0
A,334,21200,REP. MANT. Y CONSERVACION EDIFICIOS,46000,0,46000,47838.56
A,334,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",10000,0,10000,10938.91
A,334,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,230700,0,230700,49028.97
A,334,22101,SUMINISTROS: AGUA,19700,0,19700,15119.47
A,334,22102,GAS,29500,0,29500,16652.66
A,334,22103,COMBUSTIBLES Y CARBURANTES,1000,0,1000,0
A,334,22200,SERVICIOS DE TELECOMUNICACIONES,11500,0,11500,6119.35
A,334,22201,POSTALES,5000,0,5000,3864.84
A,334,22401,SEGUROS SUSPENSION DE ACTUACIONES,3000,0,3000,4811.33
A,334,22609,FESTEJOS TAURINOS,25000,0,25000,13754.53
A,334,22613,ANIMACION A LA LECTURA,10000,3500,13500,10997.76
A,334,22618,PINTO VERANO,25000,0,25000,24776.56
A,334,22619,FIESTAS CARNAVALES Y NAVIDAD,40000,0,40000,34673.19
A,334,22620,PROMOCION BANDA MPAL Y CORO,50000,7100,57100,45908.33
A,334,22623,FIESTAS PATRONALES,150000,0,150000,162092.61
A,334,22628,VIVE LA NAVIDAD,15000,0,15000,15716.8
A,334,22630,PROGRAMACION SOCIOCULTURAL,21000,0,21000,26888.81
A,334,22690,GASTOS DIVERSOS,8000,3000,11000,8466.66
A,334,22718,MANTENIMIENTO ASCENSORES,10000,0,10000,5794.22
A,334,22719,MANTENIMIENTO CLIMATIZACION,24000,0,24000,21765.88
A,334,22723,CONTRATO ILUMINACION Y SONIDO TEATRO,30000,10000,40000,39848.3
A,334,22730,CONTRATO ILUMINACION FIESTAS,30000,12000,42000,35926.75
A,334,22732,CONTRATO FUEGOS ARTIFICIALES,20000,0,20000,17900
A,334,22748,PROGRAMACION TEATRO MPAL,50000,46000,96000,77254.76
A,334,22753,PROMOCIÓN DEL COMERCIO Y PYMES,50000,0,50000,22592.87
A,334,22755,T.R.O.E.P.: FESTIVAL RENACENTISTA,20000,0,20000,9010.58
A,334,22756,T.R.O.E.P.: :DIFUSIÓN PATRIMONIO HISTÓRICO,20000,7500,27500,21667.1
A,334,22757,T.R.O.E.P.: DIFUSIÓN,25000,15000,40000,21852.98
A,334,22758,T.R.O.E.P.: CONTRATO SONIDO ACTUACIONES CALLE,30000,0,30000,24744.5
A,334,22759,T.R.O.E.P.: AGENDA 21 CULTURAL,10000,0,10000,0
A,334,62603,INVERSION PARA LA ADECUACION DE LA TORRE DE EBOLI,200000,-194100,5900,0
A,334,62700,PROYECTOS FEDER,525000,0,525000,162580.46
A,3343,12000,SUELDOS DEL GRUPO A1,14000,0,14000,15174.05
A,3343,12006,TRIENIOS,1000,0,1000,1693.26
A,3343,12100,COMPLEMENTO DE DESTINO,11000,0,11000,11141.9
A,3343,12101,COMPLEMENTO ESPECÍFICO,7000,0,7000,7820.96
A,3343,13000,RETRIBUCIONES BÁSICAS,108000,0,108000,96361.4
A,3343,13002,OTRAS REMUNERACIONES,31000,0,31000,27596.98
A,3343,15000,PRODUCTIVIDAD,18000,0,18000,17142.69
A,3343,15200,OTROS INCENTIVOS AL RENDIMIENTO,1000,0,1000,1767.89
A,3343,16000,SEGURIDAD SOCIAL,58000,0,58000,57740.05
A,3343,16204,ACCIÓN SOCIAL,1000,0,1000,1472.14
A,3343,16205,SEGUROS,100,0,100,437.77
A,3343,16209,OTROS GASTOS SOCIALES,100,0,100,132.23
A,3343,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,14000,0,14000,8629.92
A,3343,21200,REP. MANT. Y CONSERVACION EDIFICIOS,3000,0,3000,6698.03
A,3343,22605,ACTIVIDADES RED CIUDADES SALUDABLES,1000,0,1000,1000
A,3343,22608,ACTIVIDADES OMIC,3000,0,3000,0
A,3343,22611,ACTIVIDADES COLECTIVO MAYORES,3000,0,3000,998.25
A,3343,22690,GASTOS DIVERSOS,15800,0,15800,12223.36
A,3343,22700,LIMPIEZA Y ASEO,25000,0,25000,5729.16
A,3343,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,6000,0,6000,8170.55
A,3343,22740,CONTRATO ASESORÍA JURÍDICA,2000,0,2000,0
A,3343,22741,COMIDA CONFRATERNIZACIÓN,9000,0,9000,7803.4
A,3343,22742,CENTRO DE OCIO MAYORES,115000,0,115000,104879.83
A,3343,22744,PROGRAMAS DE SALUD PUBLICA,33000,0,33000,11269.54
A,341,13000,RETRIBUCIONES BÁSICAS,456000,0,456000,449349.83
A,341,13002,OTRAS REMUNERACIONES,178000,0,178000,162466.68
A,341,15000,PRODUCTIVIDAD,75000,0,75000,68058.18
A,341,15200,OTROS INCENTIVOS AL RENDIMIENTO,32000,0,32000,48298.1
A,341,16000,SEGURIDAD SOCIAL,243000,-29400,213600,202147.77
A,341,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000,0,3000,2329.13
A,341,16204,ACCIÓN SOCIAL,5000,0,5000,5584.11
A,341,16205,SEGUROS,2400,0,2400,1778.06
A,341,16209,OTROS GASTOS SOCIALES,1000,0,1000,720.33
A,341,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,38850,0,38850,3554.31
A,341,21200,REP. MANT. Y CONSERVACION EDIFICIOS,22000,110000,132000,41150.46
A,341,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,373000,275000,648000,726434.39
A,341,22101,SUMINISTROS: AGUA,160000,0,160000,204179.72
A,341,22102,GAS,111000,21400,132400,58965.32
A,341,22104,VESTUARIO,2000,0,2000,2486.31
A,341,22116,TROFEOS DEPORTIVOS,12000,0,12000,13220
A,341,22119,MATERIAL TECNICO DEPORTIVO,40000,0,40000,31160
A,341,22200,SERVICIOS DE TELECOMUNICACIONES,8000,0,8000,3672.38
A,341,22201,POSTALES,5000,0,5000,3596.7
A,341,22402,SEGUROS DEPORTIVOS,60000,0,60000,44834.95
A,341,22690,GASTOS DIVERSOS,6000,0,6000,5209.94
A,341,22718,MANTENIMIENTO ASCENSORES,3750,0,3750,7521.07
A,341,22719,MANTENIMIENTO CLIMATIZACION,25000,0,25000,25855.57
A,341,22735,ARBITRAJES Y COORDINACION,10000,0,10000,6719.5
A,341,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,2000,0,2000,18570.67
A,341,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,315.6
A,341,48001,FOMENTO DEPORTE ESCOLAR,10000,0,10000,3909.4
A,341,48004,FOMENTO DEPORTE,20000,0,20000,7438.2
A,341,48904,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,70000,0,70000,47119.99
A,341,61905,PLAN MUNICIPAL DE MEJORA PISTAS DEPORTIVAS,800000,-267000,533000,533000
B,450,12000,SUELDOS DEL GRUPO A1,73000,0,73000,103040.35
B,450,12001,SUELDOS DEL GRUPO A2,53000,0,53000,53628.06
B,450,12003,SUELDOS DEL GRUPO C1,37000,0,37000,10420.9
B,450,12004,SUELDOS DEL GRUPO C2,52000,0,52000,8650.4
