#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
030,160,21200,REPARAC. MANTENI.Y CONSERVACION EDIFICIOS,2500,0,2500,2500
030,160,21400,"REPARACIONES, MANTEN. Y CONSERVACION ELEMENTOS TRANSPORTE",5000,0,5000,2192.13
030,160,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000,0,3000,1192.03
030,160,22103,COMBUSTIBLE Y CARBURANTES,5000,0,5000,11448.54
030,160,22104,VESTUARIO,5000,0,5000,0
030,160,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1500,0,1500,43.96
030,160,22123,SUMINISTRO DE MATERIAL DE ALMACEN,5000,0,5000,2905.96
030,160,22200,SERVICIOS DE TELECOMUNICACIONES,5000,0,5000,3633.14
030,160,22201,COMUNICACIONES POSTALES,3000,0,3000,4366.86
030,160,22719,CONTRATO MANTENIMIENTO CLIMATIZACION,10000,0,10000,10000
030,160,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,232,0,232,0
030,160,63300,"INVERSION DE REPOS. MAQUINARIA, INSTALAC.TECNICAS Y UTILLAJE",10000,0,10000,346.12
031,161,22101,AGUA,40000,326834.49,366834.49,365698.32
031,161,22717,CONTRATO MANTENIMIENTO RED DE SANEAMIENTO,65000,0,65000,14302.24
031,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,235000,0,235000,197817.79
031,162,44901,SUBVENCIÓN PÉRDIDAS GESTIÓN RESIDUOS SÓLIDOS URBANOS,1679313,0,1679313,1679313,,1
031,162,44902,SUBVENCIÓN PÉRDIDAS GESTIÓN RECOGIDA DE ENSERES,219236,0,219236,219236
031,163,44905,SUBVENCIÓN PÉRDIDAS MANTENIMIENTO LIMPIEZA VIARIA,2766046,0,2766046,1736570
031,163,44913,OTRAS SUBV A ENTES PÚBLIC Y SOCIED MERCANT DE LA ENT LOCAL.,0,0,0,0
031,165,22100,ENERGÍA ELECTRÍCA,610000,163550.58,773550.58,643003.34
031,165,44904,SUBVENCIÓN PÉRDIDAS GESTIÓN MANTENIMIENTO ALUMBRADO PÚBLICO,516832,0,516832,516832
031,165,61901,MEJORA EFICIENCIA ENERGETICA EN ALUMBRADO PUBLICO,0,307409.99,307409.99,305718.83
031,171,44906,SUBVENCIÓN PÉRDIDAS GESTIÓN MENTENIMIENTO PARQUES Y JARDINES,2479555,0,2479555,2479555
031,171,62101,TERRENOS Y BIENES NATURALES.,0,0,0,0
031,171,62500,INVERSION NUEVA EN MOBILIARIO,30000,0,30000,0
032,172,12001,SUELDOS DEL GRUPO C2,7989.94,0,7989.94,8378.58
032,172,12006,TRIENIOS,238.47,0,238.47,321.69
032,172,12100,COMPLEMENTO DE DESTINO,5212.43,0,5212.43,5212.62
032,172,12101,COMPLEMENTO ESPECIFICO,1200.06,0,1200.06,1199.94
032,172,12200,RETRIBUCIONES EN ESPECIE,61.75,0,61.75,0
032,172,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,161.5,0,161.5,0
032,172,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,30149.23,0,30149.23,30287.81
032,172,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,55.1,0,55.1,0
032,172,13002,OTRAS REMUNERACIONES LABORAL FIJO,8512.46,0,8512.46,8468.21
032,172,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,161.5,0,161.5,0
032,172,15000,PRODUCTIVIDAD,14490.86,0,14490.86,14482.34
032,172,15100,GRATIFICACIONES,66.5,0,66.5,0
032,172,15200,OTROS INCENTIVOS AL RENDIMIENTO,2541.25,0,2541.25,0
032,172,15300,COMPLEMENTO DEDICACION ESPECIAL,631.23,0,631.23,0
032,172,16000,SEGURIDAD SOCIAL,17000,0,17000,16803.17
032,172,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,109.25,0,109.25,631.26
032,172,16204,ACCION SOCIAL,297.35,0,297.35,1342.31
032,172,16205,SEGUROS,148.2,0,148.2,146.22
032,172,16209,OTROS GASTOS SOCIALES,47.5,0,47.5,26.84
032,172,22712,CONTRATOS MANTENIMIENTO PUNTO LIMPIO,25000,0,25000,0
032,172,22713,CONTRATOS PROGRAMAS DE MEDIO AMBIENTE,30000,0,30000,13002.92
032,172,22714,CONTRATOS IMPLANTACIÓN AGENDA 21,15000,0,15000,5631.86
032,172,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,45,0,45,0
032,172,61900,INVERSION EN ZONAS RURALES Y CAMINOS,0,0,0,0
032,172,61903,MEDIO AMBIENTE,0,0,0,0
032,172,61907,MEDIO AMBIENTE,0,0,0,0
032,172,61915,OTRAS INVER DE REPOSIC EN INFR EST Y BIENES DEST AL USO GRAL,0,0,0,0
033,155,22113,MATERIAL DE TRÁFICO,5000,0,5000,598.26
033,155,22641,JORNADAS SOBRE MOVILIDAD,0,0,0,0
033,155,45320,APORTACIÓN AL CONSORCIO DE TRANSPORTES,600000,0,600000,600000
033,155,61900,INVERSIÓN EN ZONAS RURALES Y CAMINOS,5000,0,5000,0
033,155,61914,OTRAS INVER DE REPOSIC EN INFR EST Y BIENES DEST AL USO GRAL,0,0,0,0
033,155,62218,EDIFICIOS Y OTRAS CONSTRUCCIONES.,0,0,0,0
040,150,62103,TERRENOS Y BIENES NATURALES.,0,0,0,0
040,230,12002,SUELDOS DEL GRUPO A2,13108.32,0,13108.32,0
040,230,12003,SUELDOS DEL GRUPO C1,9771.61,0,9771.61,9819.59
040,230,12006,TRIENIOS,3211.55,0,3211.55,2739.38
040,230,12100,COMPLEMENTO DE DESTINO,13293.34,0,13293.34,6155.8
040,230,12101,COMPLEMENTO ESPECIFICO,12746.94,0,12746.94,5479.6
040,230,12103,OTROS COMPLEMENTOS,374.83,0,374.83,374.78
040,230,12200,RETRIBUCIONES EN ESPECIE,123.5,0,123.5,70
040,230,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,323,0,323,0
040,230,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,140036.6,0,140036.6,149145.83
040,230,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,440.8,0,440.8,0
040,230,13002,OTRAS REMUNERACIONES LABORAL FIJO,46070.41,0,46070.41,51393.79
040,230,13100,RETRIBUCIONES LABORAL TEMPORAL,28848.09,0,28848.09,23490.97
040,230,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,1453.5,0,1453.5,0
040,230,15000,PRODUCTIVIDAD,28648.11,0,28648.11,31957.4
040,230,15100,GRATIFICACIONES,188.1,0,188.1,724
040,230,15200,OTROS INCENTIVOS AL RENDIMIENTO,14117,0,14117,1749.43
040,230,15300,COMPLEMENTO DE DEDICACION ESPECIAL,2787.01,0,2787.01,0
040,230,16000,SEGURIDAD SOCIAL,72000,0,72000,73236.51
040,230,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,564.3,0,564.3,2374.37
040,230,16204,ACCION SOCIAL,1738.5,0,1738.5,4787.97
040,230,16205,SEGUROS,815.1,0,815.1,804.17
040,230,16209,OTROS GASTOS SOCIALES,261.25,0,261.25,147.88
040,230,20200,ARRENDAMIENTO DE VIVIENDAS DEL IVIMA,5431,0,5431,4850.8
040,230,20600,ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS DE INFORMACION,10000,0,10000,9725.94
040,230,21200,REPARACION MANTENIMIENTO Y CONSERVACION EDIFICIOS,3000,0,3000,974.77
040,230,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000,0,5000,3985.41
040,230,22100,ENERGÍA ELECTRÍCA,40000,0,40000,37236.58
040,230,22101,AGUA,3600,0,3600,2140.57
040,230,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1500,0,1500,282.76
040,230,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,4909.91
040,230,22201,COMUNICACIONES POSTALES,7000,0,7000,12090.09
040,230,22718,CONTRATO MANTENIMIENTO ASCENSORES,10000,0,10000,6965.86
040,230,22719,CONTRATO MANTENIMIENTO CLIMATIZACION,10000,0,10000,9636.04
040,230,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,209,0,209,5.7
040,231,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,316442.24,0,316442.24,314506.22
040,231,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,716.3,0,716.3,0
040,231,13002,OTRAS REMUNERACIONES LABORAL FIJO,53774.87,0,53774.87,52086.55
040,231,13100,RETRIBUCIONES LABORAL TEMPORAL,59671.82,0,59671.82,32673.97
040,231,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,2422.5,0,2422.5,0
040,231,15000,PRODUCTIVIDAD,49784.9,0,49784.9,48513.11
040,231,15200,OTROS INCENTIVOS AL RENDIMIENTO,19574.75,0,19574.75,1592.5
040,231,15300,COMPLEMENTO DE DEDICACION ESPECIAL,2283,0,2283,0
040,231,16000,SEGURIDAD SOCIAL,115000,0,115000,116988.17
040,231,16103,PENSIONES EXCEPCIONALES.,642.2,0,642.2,0
040,231,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,741,0,741,2279.78
040,231,16204,ACCION SOCIAL,2451,0,2451,1334.08
