#EJECUCIÓN GASTOS CORRIENTES EJERCICIO 2011,,,,,,,
#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
10,132,16204,ACCION SOCIAL,7099.35,0,7099.35,13572.01
10,132,16205,SEGUROS,3927.3,0,3927.3,3874.62
10,132,16209,OTROS GASTOS SOCIALES,1258.75,0,1258.75,712.02
10,132,22104,VESTUARIO,40000,0,40000,54994.54
10,132,22118,ÚTILES,15000,0,15000,0
10,132,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,1484,0,1484,0
10,132,63300,"INVERSION DE REPOS. MAQUINARIA,INSTALAC.TECNICASY UTILLAJE",7000,0,7000,0
10,133,12004,SUELDOS DEL GRUPO C2,95879.2,0,95879.2,102036.55
10,133,12006,TRIENIOS,5246.32,0,5246.32,6008.74
10,133,12100,COMPLEMENTO DE DESTINO,62253.84,0,62253.84,60083.2
10,133,12101,COMPLEMENTO ESPECIFICO,152960.54,0,152960.54,195400.92
10,133,12103,OTROS COMPLEMENTOS,719.27,0,719.27,1059.96
10,133,12200,RETRIBUCIONES EN ESPECIE,741,0,741,4110
10,133,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,1938,0,1938,0
10,133,15000,PRODUCTIVIDAD,44220.16,0,44220.16,44036.26
10,133,15100,GRATIFICACIONES,798,0,798,7099.95
10,133,15200,OTROS INCENTIVOS AL RENDIMIENTO,33652.8,0,33652.8,9164.8
10,133,15300,COMPLEMENTO DEDICACION ESPECIAL,7224.28,0,7224.28,737.32
10,133,16000,SEGURIDAD SOCIAL,100000,0,100000,76273.55
10,133,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,718.2,0,718.2,0
10,133,16204,ACCION SOCIAL,1607.4,0,1607.4,1486.77
10,133,16205,SEGUROS,889.2,0,889.2,877.27
10,133,16209,OTROS GASTOS SOCIALES,285,0,285,161.01
10,133,22104,VESTUARIO,10000,0,10000,5000
10,133,22118,ÚTILES,5000,0,5000,0
10,133,22715,CONTRATO SERVICIO RETIRADA VEHÍCULOS VÍA PÚBLICA,2000,2000,4000,3879.75
10,133,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,336,0,336,125
10,133,44903,SUBVENCION PERDIDAS GESTION APARCAMIENTO MPAL,0,0,0,0
10,133,63300,"INVERSION DE REPOS. MAQUINARIA,INSTALAC.TECNICAS Y UTILLAJE",5000,0,5000,2500
52,134,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,141392.69,0,141392.69,128906.01
52,134,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,551,0,551,34235.69
52,134,13002,OTRAS REMUNERACIONES LABORAL FIJO,11328.78,0,11328.78,10680.7
52,134,13100,RETRIBUCIONES LABORAL EVENTUAL,44388.6,0,44388.6,43205.82
52,134,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,2099.5,0,2099.5,0
52,134,15000,PRODUCTIVIDAD,116514.95,0,116514.95,115698.43
52,134,15100,GRATIFICACIONES,165.3,0,165.3,0
52,134,15200,OTROS INCENTIVOS AL RENDIMIENTO,15057.5,0,15057.5,0
52,134,15300,COMPLEMENTO DEDICACION ESPECIAL,877.8,0,877.8,0
52,134,16000,SEGURIDAD SOCIAL,80000,0,80000,76723.95
52,134,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,5700,0,5700,0
52,134,16204,ACCION SOCIAL,2124.2,0,2124.2,2169.29
52,134,16205,SEGUROS,963.3,0,963.3,5668.63
52,134,16209,OTROS GASTOS SOCIALES,308.75,0,308.75,174.71
52,134,21400,"REPARACIONES, MANTENIMIENTO Y CONSERVACIÓN ELEMENTOS TRANSPO",6000,0,6000,6000
52,134,22103,COMBUSTIBLE Y CARBURANTES,8000,0,8000,4765.86
52,134,22104,VESTUARIO.,0,0,0,0
52,134,22111,"SUMINISTROS DE REPUESTOS DE MAQUINARIA, UTILLAJE Y ELEMENTOS",15000,0,15000,1397.25
52,134,22118,ÚTILES,20000,0,20000,3292.86
52,134,22638,GASTOS DIVERSOS DE PROTECCIÓN CIVIL,10000,0,10000,3080.92
52,134,22700,TRABAJOS REALIZADOS POR OTRAS EMPRESAS DE LIMPIEZA Y ASEO,5000,0,5000,0
52,134,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,221,0,221,140
52,134,63300,"INVERSIÓN DE REPOSICIÓN EN MAQUINARIA, INSTALAC. TECNICAS Y",20000,0,20000,1979.82
20,150,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,9775.61,0,9775.61,29340.68
20,150,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,7961.25,0,7961.25,0
20,150,13002,OTRAS REMUNERACIONES LABORAL FIJO,60416.68,0,60416.68,10903.06
20,150,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,247,0,247,0
20,150,15000,PRODUCTIVIDAD,5111.71,0,5111.71,7396.32
20,150,15200,OTROS INCENTIVOS AL RENDIMIENTO,3011.5,0,3011.5,0
20,150,15300,COMPLEMENTO DE DEDICACION ESPECIAL,566.66,0,566.66,0
20,150,16000,SEGURIDAD SOCIAL,12000,0,12000,17298.46
20,150,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,98.8,0,98.8,445.17
20,150,16204,ACCION SOCIAL,326.8,0,326.8,2765.3
20,150,16205,SEGUROS,148.2,0,148.2,146.22
20,150,16209,OTROS GASTOS SOCIALES,47.5,0,47.5,26.84
20,150,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,10000,0,10000,9725.94
20,150,21200,"REPARACIONES, MANTENIMIENTO Y CONSERVACION EDIFICIOS",2000,0,2000,786.88
20,150,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3500,0,3500,1430.45
20,150,22100,ENERGÍA ELECTRÍCA,6000,0,6000,5562.49
20,150,22101,AGUA,1000,5000,6000,5922.49
20,150,22102,GAS,2500,0,2500,2603.37
20,150,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1500,0,1500,1425.31
20,150,22200,COMUNICACIONES TELEFÓNICAS,10000,0,10000,7202.64
20,150,22201,COMUNICACIONES POSTALES,5000,0,5000,7797.36
20,150,22718,CONTRATO MANTENIMIENTO ASCENSORES,5000,0,5000,2209.2
20,150,22719,CONTRATO MANTENIMIENTO CLIMATIZACION,10000,0,10000,11220.48
20,150,23120,LOCOMOCION DEL PERSONAL NO DIRECTIVO,34,0,34,0
30,150,22719,DIVERSOS CONTRATOS DE MANTENIMIENTO,0,0,0,0
40,150,62103,TERRENOS Y BIENES NATURALES.,0,0,0,0
62,150,62102,CONSTRUCCION CASA JUVENTUD,0,0,0,0
20,151,12002,SUELDOS DEL GRUPO A1,46335.61,0,46335.61,43407.3
20,151,12003,SUELDOS DEL GRUPO C1,9775.61,0,9775.61,0
20,151,12004,SUELDOS DEL GRUPO C2,7989.94,0,7989.94,0
20,151,12006,TRIENIOS,7961.25,0,7961.25,4712.27
20,151,12100,COMPLEMENTO DE DESTINO,45107.81,0,45107.81,33425.7
20,151,12101,COMPLEMNETO ESPECIFICO,60416.68,0,60416.68,48965.14
20,151,12103,OTROS COMPLEMENTOS,377.27,0,377.27,0
20,151,12200,RETRIBUCIONES EN ESPECIE,247,0,247,0
20,151,12700,CONTRIBUCION A PLANES Y FONDOS DE PENSIONES,646,0,646,0
20,151,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,7989.94,0,7989.94,21388.73
20,151,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,45107.81,0,45107.81,0
20,151,13002,OTRAS REMUNERACIONES LABORAL FIJO,377.27,0,377.27,9767.38
20,151,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,646,0,646,0
20,151,15000,PRODUCTIVIDAD,20895.09,0,20895.09,13488.32
20,151,15100,GRATIFICACIONES,266,0,266,388.76
20,151,15200,OTROS INCENTIVOS AL RENDIMIENTO,5647.75,0,5647.75,0
20,151,15300,COMPLEMENTO DE DEDICACION ESPECIAL,388.76,0,388.76,0
20,151,16000,SEGURIDAD SOCIAL,53000,0,53000,49280.18
20,151,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,288.8,0,288.8,121.41
20,151,16202,ACCION SOCIAL,699.2,0,699.2,0
20,151,16205,SEGUROS,370.5,0,370.5,365.54
20,151,16209,OTROS GASTOS SOCIALES,118.75,0,118.75,67.37
20,151,22719,DIVERSOS CONTRATOS DE MANTENIMIENTO,0,0,0,0
20,151,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,129,0,129,0
20,151,60000,INVERSIONES EN TERRENOS,895000,0,895000,705062.7
20,151,61002,INVERSIONES EN TERRENOS.,0,0,0,0
20,151,62200,INVERSION NUEVA EN EDIFICIOS Y OTRAS CONSTRUCCIONES,6050000,0,6050000,1433205.63
20,151,62204,OBRAS PUESTA EN FUNCIONAMIENTO BIBLIOTECA MUNICIPAL LA TENER,0,118800,118800,53427.96
20,151,62205,ELIMINACION BARRERAS ARQUITECTONICAS,0,0,0,0
20,151,62304,SOTERRAMIENTO CENTROS DE TRANSFORMACION,0,0,0,0
20,151,75000,TRANSFERENCIAS DE CAPITAL A LA ADM. GENERAL DE LA CCAA,388316,0,388316,0
33,155,22113,MATERIAL DE TRÁFICO,5000,0,5000,598.26
33,155,22641,JORNADAS SOBRE MOVILIDAD,0,0,0,0
33,155,45320,APORTACIÓN AL CONSORCIO DE TRANSPORTES,600000,0,600000,600000
33,155,61900,INVERSIÓN EN ZONAS RURALES Y CAMINOS,5000,0,5000,0
33,155,61914,OTRAS INVER DE REPOSIC EN INFR EST Y BIENES DEST AL USO GRAL,0,0,0,0
33,155,62218,EDIFICIOS Y OTRAS CONSTRUCCIONES.,0,0,0,0
30,160,12003,SUELDOS DEL GRUPO A2,13108.32,0,13108.32,13374.46
30,160,12100,COMPLEMENTO DE DESTINO,8160.81,0,8160.81,8160.88
30,160,12101,COMPLEMENTO ESPECIFICO,13832.81,0,13832.81,13832.84
30,160,12200,RETRIBUCIONES EN ESPECIE,61.75,0,61.75,0
30,160,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,161.5,0,161.5,0
30,160,13000,RETRIBUCIONES BÁSICA LABORAL FIJO,160861.7,0,160861.7,115797.9
30,160,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,661.2,0,661.2,2301.48
30,160,13002,OTRAS REMUNERACIONES LABORAL FIJO,85979.26,0,85979.26,53326.77
30,160,13100,RETRIBUCIONES LABORAL TEMPORAL,18468.01,0,18468.01,16195.14
30,160,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,2099.5,0,2099.5,0
30,160,14300,OTRO PERSONAL,15700.15,0,15700.15,11776.42
30,160,15000,PRODUCTIVIDAD,33048.27,0,33048.27,32193.75
30,160,15100,GRATIFICACIONES,176.7,0,176.7,0
30,160,15200,OTROS INCENTIVOS AL RENDIMIENTO,19104.5,0,19104.5,3008.2
30,160,15300,COMPLEMENTO DEDICACION ESPECIAL,10874.74,0,10874.74,4211.48
30,160,16000,SEGURIDAD SOCIAL,90000,0,90000,89088.57
30,160,16103,PENSIONES EXCEPCIONALES.,1778.4,0,1778.4,0
30,160,16104,INDEMNIZACIÓN AL PERSONAL LAB. POR JUBILACIONES ANTICIPADAS.,1778.4,0,1778.4,489.7
30,160,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,1937.05,0,1937.05,1741.92
30,160,16204,ACCION SOCIAL,2258.15,0,2258.15,726.47
30,160,16205,SEGUROS,1111.5,0,1111.5,1096.59
30,160,16209,OTROS GASTOS SOCIALES,356.25,0,356.25,201.56
30,160,20300,"ARRENDAMIENTO DE MAQUINARIA, INSTALACIONES Y UTILLAJE",5000,0,5000,0
30,160,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,6000,0,6000,0
30,160,21200,REPARAC. MANTENI.Y CONSERVACION EDIFICIOS,2500,0,2500,2500
30,160,21400,"REPARACIONES, MANTEN. Y CONSERVACION ELEMENTOS TRANSPORTE",5000,0,5000,2192.13
30,160,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000,0,3000,1192.03
30,160,22103,COMBUSTIBLE Y CARBURANTES,5000,0,5000,11448.54
30,160,22104,VESTUARIO,5000,0,5000,0
30,160,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1500,0,1500,43.96
30,160,22123,SUMINISTRO DE MATERIAL DE ALMACEN,5000,0,5000,2905.96
30,160,22200,SERVICIOS DE TELECOMUNICACIONES,5000,0,5000,3633.14
30,160,22201,COMUNICACIONES POSTALES,3000,0,3000,4366.86
30,160,22719,CONTRATO MANTENIMIENTO CLIMATIZACION,10000,0,10000,10000
30,160,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,232,0,232,0
30,160,63300,"INVERSION DE REPOS. MAQUINARIA, INSTALAC.TECNICAS Y UTILLAJE",10000,0,10000,346.12
31,161,22101,AGUA,40000,326834.49,366834.49,365698.32
31,161,22717,CONTRATO MANTENIMIENTO RED DE SANEAMIENTO,65000,0,65000,14302.24
31,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,235000,0,235000,197817.79
31,162,44901,SUBVENCIÓN PÉRDIDAS GESTIÓN RESIDUOS SÓLIDOS URBANOS,1679313,0,1679313,1679313
31,162,44902,SUBVENCIÓN PÉRDIDAS GESTIÓN RECOGIDA DE ENSERES,219236,0,219236,219236
31,163,44905,SUBVENCIÓN PÉRDIDAS MANTENIMIENTO LIMPIEZA VIARIA,2766046,0,2766046,1736570
31,163,44913,OTRAS SUBV A ENTES PÚBLIC Y SOCIED MERCANT DE LA ENT LOCAL.,0,0,0,0
31,165,22100,ENERGÍA ELECTRÍCA,610000,163550.58,773550.58,643003.34
31,165,44904,SUBVENCIÓN PÉRDIDAS GESTIÓN MANTENIMIENTO ALUMBRADO PÚBLICO,516832,0,516832,516832
31,165,61901,MEJORA EFICIENCIA ENERGETICA EN ALUMBRADO PUBLICO,0,307409.99,307409.99,305718.83
31,171,44906,SUBVENCIÓN PÉRDIDAS GESTIÓN MENTENIMIENTO PARQUES Y JARDINES,2479555,0,2479555,2479555
31,171,62101,TERRENOS Y BIENES NATURALES.,0,0,0,0
31,171,62500,INVERSION NUEVA EN MOBILIARIO,30000,0,30000,0
32,172,12001,SUELDOS DEL GRUPO C2,7989.94,0,7989.94,8378.58
32,172,12006,TRIENIOS,238.47,0,238.47,321.69
32,172,12100,COMPLEMENTO DE DESTINO,5212.43,0,5212.43,5212.62
32,172,12101,COMPLEMENTO ESPECIFICO,1200.06,0,1200.06,1199.94
32,172,12200,RETRIBUCIONES EN ESPECIE,61.75,0,61.75,0
32,172,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,161.5,0,161.5,0
32,172,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,30149.23,0,30149.23,30287.81
32,172,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,55.1,0,55.1,0
32,172,13002,OTRAS REMUNERACIONES LABORAL FIJO,8512.46,0,8512.46,8468.21
32,172,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,161.5,0,161.5,0
32,172,15000,PRODUCTIVIDAD,14490.86,0,14490.86,14482.34
32,172,15100,GRATIFICACIONES,66.5,0,66.5,0
32,172,15200,OTROS INCENTIVOS AL RENDIMIENTO,2541.25,0,2541.25,0
32,172,15300,COMPLEMENTO DEDICACION ESPECIAL,631.23,0,631.23,0
32,172,16000,SEGURIDAD SOCIAL,17000,0,17000,16803.17
32,172,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,109.25,0,109.25,631.26
32,172,16204,ACCION SOCIAL,297.35,0,297.35,1342.31
32,172,16205,SEGUROS,148.2,0,148.2,146.22
32,172,16209,OTROS GASTOS SOCIALES,47.5,0,47.5,26.84
32,172,22712,CONTRATOS MANTENIMIENTO PUNTO LIMPIO,25000,0,25000,0
32,172,22713,CONTRATOS PROGRAMAS DE MEDIO AMBIENTE,30000,0,30000,13002.92
32,172,22714,CONTRATOS IMPLANTACIÓN AGENDA 21,15000,0,15000,5631.86
32,172,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,45,0,45,0
32,172,61900,INVERSION EN ZONAS RURALES Y CAMINOS,0,0,0,0
32,172,61903,MEDIO AMBIENTE,0,0,0,0
32,172,61907,MEDIO AMBIENTE,0,0,0,0
32,172,61915,OTRAS INVER DE REPOSIC EN INFR EST Y BIENES DEST AL USO GRAL,0,0,0,0
40,230,12002,SUELDOS DEL GRUPO A2,13108.32,0,13108.32,0
40,230,12003,SUELDOS DEL GRUPO C1,9771.61,0,9771.61,9819.59
40,230,12006,TRIENIOS,3211.55,0,3211.55,2739.38
40,230,12100,COMPLEMENTO DE DESTINO,13293.34,0,13293.34,6155.8
40,230,12101,COMPLEMENTO ESPECIFICO,12746.94,0,12746.94,5479.6
40,230,12103,OTROS COMPLEMENTOS,374.83,0,374.83,374.78
40,230,12200,RETRIBUCIONES EN ESPECIE,123.5,0,123.5,70
40,230,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,323,0,323,0
40,230,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,140036.6,0,140036.6,149145.83
40,230,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,440.8,0,440.8,0
40,230,13002,OTRAS REMUNERACIONES LABORAL FIJO,46070.41,0,46070.41,51393.79
40,230,13100,RETRIBUCIONES LABORAL TEMPORAL,28848.09,0,28848.09,23490.97
40,230,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,1453.5,0,1453.5,0
40,230,15000,PRODUCTIVIDAD,28648.11,0,28648.11,31957.4
40,230,15100,GRATIFICACIONES,188.1,0,188.1,724
40,230,15200,OTROS INCENTIVOS AL RENDIMIENTO,14117,0,14117,1749.43
40,230,15300,COMPLEMENTO DE DEDICACION ESPECIAL,2787.01,0,2787.01,0
40,230,16000,SEGURIDAD SOCIAL,72000,0,72000,73236.51
40,230,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,564.3,0,564.3,2374.37
40,230,16204,ACCION SOCIAL,1738.5,0,1738.5,4787.97
40,230,16205,SEGUROS,815.1,0,815.1,804.17
40,230,16209,OTROS GASTOS SOCIALES,261.25,0,261.25,147.88
40,230,20200,ARRENDAMIENTO DE VIVIENDAS DEL IVIMA,5431,0,5431,4850.8
40,230,20600,ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS DE INFORMACION,10000,0,10000,9725.94
40,230,21200,REPARACION MANTENIMIENTO Y CONSERVACION EDIFICIOS,3000,0,3000,974.77
40,230,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000,0,5000,3985.41
40,230,22100,ENERGÍA ELECTRÍCA,40000,0,40000,37236.58
40,230,22101,AGUA,3600,0,3600,2140.57
40,230,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1500,0,1500,282.76
40,230,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,4909.91
40,230,22201,COMUNICACIONES POSTALES,7000,0,7000,12090.09
40,230,22718,CONTRATO MANTENIMIENTO ASCENSORES,10000,0,10000,6965.86
40,230,22719,CONTRATO MANTENIMIENTO CLIMATIZACION,10000,0,10000,9636.04
40,230,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,209,0,209,5.7
40,231,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,316442.24,0,316442.24,314506.22
40,231,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,716.3,0,716.3,0
40,231,13002,OTRAS REMUNERACIONES LABORAL FIJO,53774.87,0,53774.87,52086.55
40,231,13100,RETRIBUCIONES LABORAL TEMPORAL,59671.82,0,59671.82,32673.97
40,231,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,2422.5,0,2422.5,0
40,231,15000,PRODUCTIVIDAD,49784.9,0,49784.9,48513.11
40,231,15200,OTROS INCENTIVOS AL RENDIMIENTO,19574.75,0,19574.75,1592.5
40,231,15300,COMPLEMENTO DE DEDICACION ESPECIAL,2283,0,2283,0
40,231,16000,SEGURIDAD SOCIAL,115000,0,115000,116988.17
40,231,16103,PENSIONES EXCEPCIONALES.,642.2,0,642.2,0
40,231,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,741,0,741,2279.78
40,231,16204,ACCION SOCIAL,2451,0,2451,1334.08
40,231,16205,SEGUROS,1111.5,0,1111.5,1096.59
40,231,16209,OTROS GASTOS SOCIALES,356.25,0,356.25,201.56
40,231,22741,CONTRATO DE ATENCION AL MENOR Y A LA FAMILIA,60250,0,60250,22179.2
40,231,22747,CONTRATOS ADMINISTRATIVOS SERVICIOS SOCIALES,30000,0,30000,22583.4
40,231,23120,LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO,255,0,255,49.1
40,231,48018,EMERGENCIA SOCIAL BÁSICA,110000,0,110000,80541.58
40,232,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,46338.88,0,46338.88,46270.11
40,232,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,110.2,0,110.2,0
40,232,13002,OTRAS REMUNERACIONES LABORAL FIJO,5044.88,0,5044.88,5328.79
40,232,13100,RETRIBUCIONES LABORAL TEMPORAL,23247.04,0,23247.04,0
40,232,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,484.5,0,484.5,0
40,232,15000,PRODUCTIVIDAD,9257.09,0,9257.09,6217.54
40,232,15100,GRATIFICACIONES,55.1,0,55.1,0
40,232,15200,OTROS INCENTIVOS AL RENDIMIENTO,3011.5,0,3011.5,140
40,232,15300,COMPLEMENTO DE DEDICACION ESPECIAL,841.63,0,841.63,0
40,232,16000,SEGURIDAD SOCIAL,20000,0,20000,22764.26
40,232,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,148.2,0,148.2,841.68
40,232,16204,ACCION SOCIAL,490.2,0,490.2,293.13
40,232,16205,SEGUROS,222.3,0,222.3,219.32
40,232,16209,OTROS GASTOS SOCIALES,71.25,0,71.25,40.53
40,232,22606,REUNIONES CONFERENCIAS Y CURSOS,20000,0,20000,17984.53
40,232,22625,ACTIVIDADES COLECTIVO DISCAPACITADOS,14000,0,14000,3360
40,232,22626,ACTIVIDADES DE PROMOCIÓN Y FORMACIÓN DEL VOLUNTARIADO,15000,0,15000,11538
40,232,22632,PLAN DE IGUALDAD,6000,0,6000,1487.48
40,232,22633,PREVENCIÓN Y ATENCIÓN VIOLENCIA DE GÉNERO,20000,0,20000,4419.6
40,232,22634,CONCILIACIÓN VIDA FAMILIAR Y LABORAL,20000,0,20000,3500
40,232,22635,ACTIVIDADES COLECTIVO MAYORES,40000,0,40000,12619.24
