#EJECUCIÓN GASTOS CORRIENTES EJERCICIO 2012,,,,,,,
#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
A02,172,12101,COMPLEMENTO ESPECÍFICO.,6679.74,-40,6639.74,6153.77
A02,172,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,336.99,0,336.99,226.92
A02,172,15000,PRODUCTIVIDAD,14747.88,-1000.56,13747.32,13634.47
A02,172,16000,SEGURIDAD SOCIAL.,16849.51,-1657.13,15192.38,13530.41
A02,172,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,252.74,-200.74,52,0
A02,172,16204,ACCIÓN SOCIAL.,690.82,0,690.82,214.6
A02,172,16205,SEGUROS.,235.89,0,235.89,240.25
A02,172,16209,OTROS GASTOS SOCIALES.,84.24,0,84.24,77.32
A02,172,22712,T.R.O.E.P.: MANTENIMIENTO PUNTO LIMPIO,25000,0,25000,1706.4
A02,172,22713,T.R.O.E.P.: PROGRAMAS DE MEDIO AMBIENTE,6000,0,6000,3398.4
A02,172,22714,T.R.O.E.P.: IMPLANTACION AGENDA 21,10000,0,10000,2980
A02,172,22770,T.R.O.E.P.: RETIRADA ANIMALES ABANDONADOS,40000,0,40000,9428.4
A03,430,12000,SUELDOS DEL GRUPO A1.,20967.6,-4367.5,16600.1,13992.96
A03,430,12006,TRIENIOS.,2822.1,-500,2322.1,2195.09
A03,430,12100,COMPLEMENTO DE DESTINO.,15662.54,-3000,12662.54,11296.09
A03,430,12101,COMPLEMENTO ESPECÍFICO.,41799.24,-7860.56,33938.68,30561.96
A03,430,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,235.69,0,235.69,158.71
A03,430,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,46891.46,0,46891.46,42989.17
A03,430,13002,OTRAS REMUNERACIONES LABORAL FIJO,17178.28,0,17178.28,15936.04
A03,430,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,267.92,0,267.92,180.41
A03,430,15000,PRODUCTIVIDAD,14053.76,0,14053.76,13686.84
A03,430,16000,SEGURIDAD SOCIAL.,51968.82,-2026.78,49942.04,41731.71
A03,430,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,779.53,0,779.53,737.62
A03,430,16204,ACCIÓN SOCIAL.,2130.72,0,2130.72,915.88
A03,430,16205,SEGUROS.,727.56,0,727.56,741.01
A03,430,16209,OTROS GASTOS SOCIALES.,259.84,0,259.84,237.17
A03,433,12001,SUELDOS DEL GRUPO A2.,38719.56,0,38719.56,35496.65
A03,433,12006,TRIENIOS.,6551.16,0,6551.16,5677.64
A03,433,12100,COMPLEMENTO DE DESTINO.,24482.64,0,24482.64,20962.45
A03,433,12101,COMPLEMENTO ESPECÍFICO.,41498.52,0,41498.52,35531.73
A03,433,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,305.2,0,305.2,205.51
A03,433,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,43496.88,0,43496.88,39923.12
A03,433,13002,OTRAS REMUNERACIONES LABORAL FIJO,18896.08,0,18896.08,17619.21
A03,433,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,246.9,0,246.9,166.25
A03,433,15000,PRODUCTIVIDAD,17163.86,-887,16276.86,15124.61
A03,433,16000,SEGURIDAD SOCIAL.,58725.89,-2290.31,56435.58,47157.74
A03,433,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,880.88,-580.88,300,0
A03,433,16204,ACCIÓN SOCIAL.,2407.76,0,2407.76,2280.07
A03,433,16205,SEGUROS.,822.16,0,822.16,837.35
A03,433,16209,OTROS GASTOS SOCIALES.,293.62,0,293.62,268.12
A04,161,22101,SUMINISTROS. AGUA.,88000,513368.32,601368.32,546004.28
A04,161,22717,CONTRATO MANTENIMIENTO RED DE SANEAMIENTO,2000,0,2000,3248.5
A04,162,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS.,230000,0,230000,197772.13
A04,165,22100,SUMINISTROS: ENERGÍA ELÉCTRICA.,968000,302787.58,1270787.58,1270767.85
A04,459,12000,SUELDOS DEL GRUPO A1.,14677.32,0,14677.32,13955.99
A04,459,12006,TRIENIOS.,2257.68,0,2257.68,1864.55
A04,459,12100,COMPLEMENTO DE DESTINO.,12165.02,0,12165.02,11267.13
A04,459,12101,COMPLEMENTO ESPECÍFICO.,32912.88,0,32912.88,30483.6
A04,459,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,175,0,175,117.84
A04,459,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,14232.54,0,14232.54,13834.34
A04,459,13002,OTRAS REMUNERACIONES LABORAL FIJO,5849.34,0,5849.34,5403.67
A04,459,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,86.22,0,86.22,58.06
A04,459,15000,PRODUCTIVIDAD,8941.94,0,8941.94,8207.5
A04,459,16000,SEGURIDAD SOCIAL.,29060.91,-1133.37,27927.54,23336.33
A04,459,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,435.91,0,435.91,173.07
A04,459,16204,ACCIÓN SOCIAL.,1191.49,0,1191.49,146.13
A04,459,16205,SEGUROS.,406.85,0,406.85,414.37
A04,459,16209,OTROS GASTOS SOCIALES.,145.3,0,145.3,133.1
A04,459,61900,OBRAS REMODELACION GLORIETA C/ CATALUÑA,189500,10468.02,199968.02,0
A04,459,61901,OBRAS REMODELACION GLORIETA EGIDO DE LA FUENTE,269278.79,-10468.02,258810.77,10384
A04,459,61903,INVERSION EN REPOSICION VIAS URBANAS,100000,0,100000,29846.54
A04,459,61904,INVERSION EN REPOSICION DE VIAS PECUARIAS,30000,0,30000,0
A04,459,62501,"INVERSION EN MOBILIARIO URBANO, JUEGOS INFANTILES",40117.46,0,40117.46,0
B01,340,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,53720.1,-5000,48720.1,37001.18
B01,340,13002,OTRAS REMUNERACIONES LABORAL FIJO,25057.34,-7944.37,17112.97,11622.5
B01,340,13100,RETRIBUCIONES LABORAL TEMPORAL,13395.42,0,13395.42,18204.42
B01,340,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,623.27,0,623.27,419.69
B01,340,15000,PRODUCTIVIDAD,10462.48,-2115.16,8347.32,6924.9
B01,340,15300,COMPLEMENTO DEDICACION ESPECIAL,14,0,14,0
B01,340,16000,SEGURIDAD SOCIAL.,31163.99,-1215.4,29948.59,25025.12
B01,340,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,467.45,0,467.45,538.05
B01,340,16204,ACCIÓN SOCIAL.,1277.72,0,1277.72,314.16
B01,340,16205,SEGUROS.,436.29,0,436.29,444.35
B01,340,16209,OTROS GASTOS SOCIALES.,155.81,0,155.81,142.48
B01,340,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,7500,0,7500,7983.22
B01,340,21200,REPARACIONES MANTENIMIENTO Y CONSERVACION EDIFICIOS,5000,0,5000,12996.35
B01,340,21300,REPARACIONES MANTENIMIENTO Y CONSERVACION MAQUINARIA,2000,0,2000,712.8
B01,340,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE.,1800,0,1800,1620.4
B01,340,22100,SUMINISTROS: ENERGÍA ELÉCTRICA.,181600,189842.71,371442.71,369727.88
B01,340,22101,SUMINISTROS: AGUA.,22000,0,22000,44524.71
B01,340,22102,SUMINISTROS: GAS.,73000,0,73000,51732.29
B01,340,22104,VESTUARIO.,5000,0,5000,780.81
B01,340,22110,SUMINISTROS: PRODUCTOS DE LIMPIEZA Y ASEO.,150,0,150,0
B01,340,22116,TROFEOS DEPORTIVOS,8000,0,8000,5997.3
B01,340,22119,MATERIAL TECNICO DEPORTIVO,2000,0,2000,600
B01,340,22200,SERVICIOS DE TELECOMUNICACIONES.,5750,0,5750,3024.34
B01,340,22201,COMUNICACIONES POSTALES.,4700,0,4700,3219.26
B01,340,22402,SEGUROS DEPORTIVOS,30100,0,30100,23980.09
B01,340,22711,T.R.O.E.P.: SERVICIO MEDICO DEPORTIVO,1000,0,1000,0
B01,340,22718,T.R.O.E.P.: MANTENIMIENTO ASCENSORES,2100,0,2100,1970.37
B01,340,22719,T.R.O.E.P.: MANTENIMIENTO CLIMATIZACION,6000,0,6000,12343.46
B01,340,63301,"INVERSION DE REPOSICION MAQUINARIA, INST.TECNICA Y UTILLAJE",35000,9900,44900,44871.78
B01,341,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,44653.7,0,44653.7,29053.03
B01,341,13002,OTRAS REMUNERACIONES LABORAL FIJO,14277.9,0,14277.9,21882.78
B01,341,13100,RETRIBUCIONES LABORAL TEMPORAL,36042.37,0,36042.37,74248.29
B01,341,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,557.42,0,557.42,375.35
B01,341,15000,PRODUCTIVIDAD,7137.06,0,7137.06,11821.9
B01,341,15300,COMPLEMENTO DEDICACION ESPECIAL,14,0,14,0
B01,341,16000,SEGURIDAD SOCIAL.,27871.4,-1086.99,26784.41,22381.12
B01,341,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,418.07,0,418.07,165.23
B01,341,16204,ACCIÓN SOCIAL.,1142.72,0,1142.72,895.11
B01,341,16205,SEGUROS.,390.19,0,390.19,397.4
B01,341,16209,OTROS GASTOS SOCIALES.,138.9,0,138.9,127.01
B01,341,48001,PREMIOS DEPORTE ESCOLAR,5000,0,5000,0
B01,341,48004,FOMENTO DEPORTE,130000,0,130000,1590
B01,341,48005,AYUDAS PROGRAMACIONES DEPORTIVAS,10000,0,10000,1505
B01,341,48008,ABONO DEPORTIVO,5000,0,5000,0
B01,341,48904,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,7000,0,7000,1830
B01,342,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,108804.02,0,108804.02,109366.16
B01,342,13002,OTRAS REMUNERACIONES LABORAL FIJO,85894.99,-16084.11,69810.88,59175.3
B01,342,13100,RETRIBUCIONES LABORAL TEMPORAL,83461.7,-12100.93,71360.77,64419.02
B01,342,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,2015.92,0,2015.92,1357.46
B01,342,15000,PRODUCTIVIDAD,34516.84,-4330.96,30185.88,26508.14
B01,342,15200,OTROS INCENTIVOS AL RENDIMIENTO,1457.85,0,1457.85,1874.02
B01,342,15300,COMPLEMENTO DEDICACION ESPECIAL,14,0,14,0
B01,342,16000,SEGURIDAD SOCIAL.,100796.08,-4931.05,95865.03,80940.69
B01,342,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,1511.94,0,1511.94,670.13
B01,342,16204,ACCIÓN SOCIAL.,4132.63,0,4132.63,553.51
B01,342,16205,SEGUROS.,1411.14,0,1411.14,1437.21
B01,342,16209,OTROS GASTOS SOCIALES.,503.98,0,503.98,460.27
B01,342,22100,SUMINISTROS: ENERGÍA ELÉCTRICA.,172000,26516,198516,213813.64
B01,342,22101,SUMINISTROS: AGUA.,163000,0,163000,146095.08
B01,342,22110,SUMINISTROS: PRODUCTOS DE LIMPIEZA Y ASEO.,300,0,300,0
B01,342,22200,SERVICIOS DE TELECOMUNICACIONES.,2400,0,2400,2133.12
B01,342,22735,T.R.O.E.P.: ARBITRAJES Y COORDINACION,1500,0,1500,564
B01,342,22751,T.R.O.E.P.: ACTIVIDADES DEPORTIVAS,105245,50000,155245,152905.82
B01,342,23120,LOCOMOCION DEL PERSONAL NO DIRECTIVO.,300,0,300,315.52
B01,342,60900,INVERSION NUEVA PISTAS PADEL,60000,-59900,100,0
B01,342,61905,REPOSICION PISTA DEPORTIVA ALBERTO CONTADOR,50000,0,50000,0
B02,491,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,47284.45,0,47284.45,57249.62
B02,491,13002,OTRAS REMUNERACIONES LABORAL FIJO,18192.7,0,18192.7,18749.25
B02,491,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,639.17,0,639.17,430.4
B02,491,14300,OTRO PERSONAL,28962.64,0,28962.64,27051.29
B02,491,15000,PRODUCTIVIDAD,10762.84,0,10762.84,18720.01
B02,491,15200,OTROS INCENTIVOS AL RENDIMIENTO,10034.8,0,10034.8,4958.4
B02,491,16000,SEGURIDAD SOCIAL.,31958.63,-1246.39,30712.24,25663.23
B02,491,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,479.37,0,479.37,430.95
B02,491,16204,ACCIÓN SOCIAL.,1310.3,0,1310.3,194.28
B02,491,16205,SEGUROS.,447.42,0,447.42,455.69
B02,491,16209,OTROS GASTOS SOCIALES.,127.83,0,127.83,116.41
B02,491,22000,MATERIAL OFICINA ORDINARIO NO INVENTARIABLE.,6000,0,6000,598.66
B02,491,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",50000,0,50000,8350.77
B02,491,22200,SERVICIOS DE TELECOMUNICACIONES.,3600,0,3600,1709.48
B02,491,22621,"NOTIFICACIONES, BANDOS E INFORMAS",8000,0,8000,0
B02,491,22622,PUBLICACIONES EN PERIODICOS,15000,0,15000,19990.64
B02,491,22624,IMAGEN CORPORATIVA,5000,0,5000,0
B02,491,22721,T.R.O.PE.: CONTRATO SERVICIO REPARTOS,35000,0,35000,313.35
B02,491,22738,T.R.O.E.P.: SERVICIOS DEPARTAMENTO PRENSA,25000,0,25000,15743.75
B02,491,62600,INVERSION NUEVA EN EQUIPOS DE COMUNICACION,120000,0,120000,29484.51
B02,923,12000,SUELDOS DEL GRUPO A1.,3145.14,0,3145.14,0
B02,923,12100,COMPLEMENTO DE DESTINO.,1748.76,0,1748.76,0
B02,923,12101,COMPLEMENTO ESPECÍFICO.,2964.18,0,2964.18,0
B02,923,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,103.04,0,103.04,69.38
B02,923,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,30744.28,0,30744.28,31026.73
B02,923,13002,OTRAS REMUNERACIONES LABORAL FIJO,8512.56,0,8512.56,6056.75
B02,923,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,257.6,0,257.6,173.46
B02,923,15000,PRODUCTIVIDAD,3923.04,0,3923.04,2797.68
B02,923,16000,SEGURIDAD SOCIAL.,15905.83,-620.33,15285.5,12772.61
B02,923,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,238.58,0,238.58,0
B02,923,16204,ACCION SOCIAL,652.13,0,652.13,145.67
B02,923,16205,SEGUROS,222.68,0,222.68,226.79
B02,923,16209,OTROS GASTOS SOCIALES,79.52,0,79.52,72.77
B02,923,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE.,1000,0,1000,593.91
B02,923,22200,SERVICIOS DE TELECOMUNICACIONES.,1200,0,1200,569.82
B02,923,22201,COMUNICACIONES POSTALES.,2800,0,2800,3507.29
B02,926,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,7500,0,7500,7983.22
B02,926,21600,REPARACION MANTENIMIENTO Y CONSERVACION EQUIPOS PROCESO INFO,10000,0,10000,0
B02,926,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,10000,0,10000,1990.2
B02,926,22200,SERVICIOS DE TELECOMUNICACIONES.,2800,0,2800,1331.25
B02,926,22203,COMUNICACIONES INFORMÁTICAS.,1000,0,1000,0
B02,926,22736,CONTRATO MANTENIMIENTO APLICACIONES INFORMÁTICAS,185000,0,185000,117382.91
B03,492,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,23169.86,0,23169.86,21514.87
B03,492,13002,OTRAS REMUNERACIONES LABORAL FIJO,12618.9,0,12618.9,9488.83
B03,492,13100,RETRIBUCIONES LABORAL TEMPORAL,32568.76,0,32568.76,31251.21
B03,492,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,511.45,0,511.45,344.39
B03,492,15000,PRODUCTIVIDAD,11750.9,0,11750.9,10317.41
B03,492,16000,SEGURIDAD SOCIAL.,25572.96,-1997.35,23575.61,20535.45
B03,492,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,383.59,0,383.59,521.69
B03,492,16204,ACCIÓN SOCIAL.,1048.49,0,1048.49,454.94
B03,492,16205,SEGUROS.,358.02,0,358.02,364.63
B03,492,16209,OTROS GASTOS SOCIALES.,102.29,0,102.29,93.12
B03,926,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,32568.76,0,32568.76,28610.88
B03,926,13002,OTRAS REMUNERACIONES LABORAL FIJO,2400.16,0,2400.16,21279.53
B03,926,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,280.98,0,280.98,189.2
B03,926,15000,PRODUCTIVIDAD,8317.96,0,8317.96,4762.94
B03,926,16000,SEGURIDAD SOCIAL,14049.06,-547.91,13501.15,11281.59
B03,926,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,210.73,0,210.73,670.8
B03,926,16204,ACCIÓN SOCIAL.,576.01,0,576.01,218.02
B03,926,16205,SEGUROS.,196.68,0,196.68,200.31
B03,926,16209,OTROS GASTOS SOCIALES.,70.24,0,70.24,63.73
B03,926,62601,CONEXION NUEVOS EDIFICIOS MUNICIPALES,475000,0,475000,234746.52
B04,450,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,186215.7,-32000,154215.7,129632.01
B04,450,13002,OTRAS REMUNERACIONES LABORAL FIJO,122658.78,-51064.11,71594.67,47216.98
B04,450,13100,RETRIBUCIONES LABORAL TEMPORAL,105539.9,-10051.68,95488.22,84873.82
B04,450,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,3037.2,0,3037.2,2045.16
B04,450,15000,PRODUCTIVIDAD,51727.32,-9397.06,42330.26,36465.87
B04,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,10448.1,0,10448.1,9816.91
B04,450,16000,SEGURIDAD SOCIAL.,151860.04,-10922.54,140937.5,121945.79
B04,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,2277.9,0,2277.9,1511.44
B04,450,16204,ACCIÓN SOCIAL.,6226.26,0,6226.26,4738.17
B04,450,16205,SEGUROS.,2126.04,0,2126.04,2165.32
B04,450,16209,OTROS GASTOS SOCIALES.,759.3,0,759.3,694.02
B04,450,23120,LOCOMOCION DEL PERSONAL NO DIRECTIVO.,150,0,150,86.58
B04,450,62500,INVERSION NUEVA EN MOBILIARIO,80000,0,80000,4375.59
B04,920,48016,SUBVENCIONES A SECCIONES SINDICALES,5200,0,5200,0
B04,922,12000,SUELDOS DEL GRUPO A1.,35644.92,0,35644.92,41416.78
B04,922,12001,SUELDOS DEL GRUPO A2.,25813.04,0,25813.04,24382.31
B04,922,12003,SUELDOS DEL GRUPO C1.,61427.22,-25018.49,36408.73,29293.05
B04,922,12006,TRIENIOS.,30134.14,0,30134.14,25348.75
B04,922,12100,COMPLEMENTO DE DESTINO.,85331.6,-11931.59,73400.01,63865.2
B04,922,12101,COMPLEMENTO ESPECÍFICO.,143701.95,-11663.09,132038.86,122372.02
B04,922,12700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,1087.6,0,1087.6,732.36
B04,922,13000,RETRIBUCIONES BÁSICAS LABORAL FIJO,77985.02,-11154.54,66830.48,57303.56
B04,922,13001,HORAS EXTRAORDINARIAS LABORAL FIJO,50000,-29347.1,20652.9,11159.31
B04,922,13002,OTRAS REMUNERACIONES LABORAL FIJO,40575.64,-9592.89,30982.75,25837.63
B04,922,13100,RETRIBUCIONES LABORAL TEMPORAL,27510.84,0,27510.84,55229.44
B04,922,13700,CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES,612.82,0,612.82,412.65
B04,922,14300,OTRO PERSONAL,250000,-200000,50000,3508.22
B04,922,15000,PRODUCTIVIDAD,52154.76,0,52154.76,54144.73
B04,922,15100,GRATIFICACIONES,40000,-30000,10000,0
B04,922,15200,OTROS INCENTIVOS AL RENDIMIENTO,20000,-3465.72,16534.28,2347.23
B04,922,16000,SEGURIDAD SOCIAL.,379459.01,-15897.49,363561.52,306448.31
B04,922,16104,INDEMNIZACIÓN AL PERSONAL LAB. POR JUBILACIONES ANTICIPADAS.,10000,0,10000,3401.67
B04,922,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,14042.77,-8562.29,5480.48,445.02
B04,922,16204,ACCIÓN SOCIAL.,11050.26,0,11050.26,3643.96
B04,922,16205,SEGUROS.,3773.26,0,3773.26,4493.45
B04,922,16209,OTROS GASTOS SOCIALES.,1347.59,0,1347.59,1230.57
B04,922,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,7500,0,7500,7983.22
B04,922,21200,REPARACIONES MANTENIMIENTO Y CONSERVACION EDIFICIOS,10000,0,10000,2826.18
B04,922,21400,REPARACION MANTENIMIENTO Y CONSERVACION ELEMENTOS TRANSPORTE,1500,0,1500,243.38
B04,922,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE.,15000,0,15000,3573.79
B04,922,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",2000,0,2000,140
B04,922,22100,SUMINISTROS: ENERGÍA ELÉCTRICA.,40000,51825.66,91825.66,136925.68
B04,922,22101,SUMINISTROS: AGUA.,14000,5475.59,19475.59,17975.56
B04,922,22102,SUMINISTROS: GAS.,17500,7406.45,24906.45,6656.52
B04,922,22103,SUMINISTROS: COMBUSTIBLE Y CARBURANTES.,6000,0,6000,8477.71
B04,922,22104,VESTUARIO.,5000,0,5000,0
