#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
A,132,22115,UTILES SEGURIDAD VIAL,18000,0,18000,0
A,132,22118,UTILES,6000,0,6000,0
A,132,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,2019.9
A,132,22201,POSTALES,7000,0,7000,2264.06
A,132,22637,GASTOS DIVERSOS SEGURIDAD CIUDADANA,14000,0,14000,653.32
A,132,22715,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,12000,0,12000,1654.02
A,132,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,783.68
A,132,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
A,132,45320,APORTACION AL CONSORCIO DE TRANSPORTES,115000,0,115000,106623.95
A,132,63400,INVERSION DE REPOSICION EN ELEMENTOS DE TRANSPORTE,10000,0,10000,0
A,135,13000,RETRIBUCIONES BÁSICAS,170000,0,170000,34418.07
A,135,13002,OTRAS REMUNERACIONES,13000,0,13000,2597.1
A,135,15000,PRODUCTIVIDAD,123000,0,123000,53316.36
A,135,16000,SEGURIDAD SOCIAL,94000,0,94000,20272.6
A,135,16204,ACCIÓN SOCIAL,5000,0,5000,3378.41
A,135,16205,SEGUROS,500,0,500,214.42
A,135,16209,OTROS GASTOS SOCIALES,800,0,800,542.48
A,135,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,12500,0,12500,0
A,135,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,10000,0,10000,3339.36
A,135,22103,COMBUSTIBLES Y CARBURANTES,4000,0,4000,0
A,135,22104,VESTUARIO,10000,0,10000,0
A,135,22111,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE.",6500,0,6500,0
A,135,22118,UTILES,18000,0,18000,0
A,135,22502,TRIBUTOS AUTONÓMICOS SERVICIO PREVENCIÓN EXTINCIÓN INCENDIOS,1500000,0,1500000,752749.67
A,135,22690,GASTOS DIVERSOS,10700,0,10700,490.78
A,2311,13000,RETRIBUCIONES BÁSICAS,513000,0,513000,101021.21
A,2311,13002,OTRAS REMUNERACIONES,107000,0,107000,18738.78
A,2311,15000,PRODUCTIVIDAD,67000,0,67000,12841.1
A,2311,15200,OTROS INCENTIVOS AL RENDIMIENTO,5000,0,5000,1693.13
A,2311,16000,SEGURIDAD SOCIAL,212000,0,212000,45721.2
A,2311,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,4000,0,4000,863.85
A,2311,16204,ACCIÓN SOCIAL,6000,0,6000,6266.38
A,2311,16205,SEGUROS,2400,0,2400,1029.21
A,2311,16209,OTROS GASTOS SOCIALES,2100,0,2100,1423.64
A,2311,20200,ARRENDAMIENTOS VIVIENDAS IVIMA,5000,0,5000,0
A,2311,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,19000,0,19000,2077.26
A,2311,21200,REP. MANT. Y CONSERVACION EDIFICIOS,5000,0,5000,3646.96
A,2311,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,237100,0,237100,61860.8
A,2311,22101,SUMINISTROS: AGUA,4500,0,4500,679.88
A,2311,22102,GAS,2600,0,2600,407.55
A,2311,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,1171.07
A,2311,22201,POSTALES,10000,0,10000,3237.74
A,2311,22690,GASTOS DIVERSOS,20000,0,20000,0
A,2311,22718,MANTENIMIENTO ASCENSORES,1300,0,1300,629.02
A,2311,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,3196.05
A,2311,22722,CONTRATO ESTANCIAS EN RESIDENCIA PRIVADA,28000,0,28000,4510.08
A,2311,22724,T.R.O.E.P.: SERVICIO TELEASISTENCIA,45000,0,45000,5492.93
A,2311,22725,TRABAJOS EMPRESAS Y PROF: PROGRAMA DE FAMILIA,124000,0,124000,14871.49
A,2311,22726,CONTRATO SERVICIO AYUDA A DOMICILIO,300000,0,300000,46135.36
A,2311,22727,T.R.O.E.P.:AUTONOMÍA PERSONAL,75000,0,75000,1618.29
A,2311,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,20000,0,20000,0
A,2311,23300,OTRAS INDEMNIZACIONES,30000,0,30000,0
A,2311,48010,AYUDA HUMANITARIA,0,0,0,0
A,2311,48018,EMERGENCIA SOCIAL BASICA,300000,0,300000,33347.45
A,2311,48021,AYUDAS MEJORA HABITABILIDAD,12000,0,12000,0
A,2313,13000,RETRIBUCIONES BÁSICAS,109000,0,109000,21811.8
A,2313,13002,OTRAS REMUNERACIONES,27000,0,27000,5405.45
A,2313,15000,PRODUCTIVIDAD,13000,0,13000,2476.31
A,2313,15200,OTROS INCENTIVOS AL RENDIMIENTO,3000,0,3000,568.43
A,2313,16000,SEGURIDAD SOCIAL,47000,0,47000,10136.3
A,2313,16204,ACCIÓN SOCIAL,3000,0,3000,1376.92
A,2313,16205,SEGUROS,100,0,100,42.88
A,2313,16209,OTROS GASTOS SOCIALES,100,0,100,67.46
A,2313,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,9500,0,9500,1038.63
A,2313,21200,REP. MANT. Y CONSERVACION EDIFICIOS,4000,0,4000,100.74
A,2313,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,3000,0,3000,0
A,2313,22101,SUMINISTROS: AGUA,650,0,650,38.49
A,2313,22200,SERVICIOS DE TELECOMUNICACIONES,3500,0,3500,482.99
A,2313,22606,"REUNIONES, CONFERENCIAS, CURSOS",2000,0,2000,0
A,2313,22612,PUNTO MUNICIPAL SOLIDARIO,2000,0,2000,1399.99
A,2313,22616,PUNTO DE INFORMACIÓN ASOCIATIVA,2000,0,2000,0
A,2313,22617,PLAN DE IGUALDAD,5900,0,5900,0
A,2313,22624,PREVENCIÓN Y SENSIBILIZACIÓN,10000,0,10000,0
A,2313,22625,CONCILIACIÓN Y CORRESPONSABILIDAD,25000,0,25000,0
A,2313,22626,IGUALDAD DE OPORTUNIDADES,8000,0,8000,0
A,2313,22690,GASTOS DIVERSOS,9000,0,9000,3438.67
A,2313,22718,MANTENIMIENTO ASCENSORES,1250,0,1250,604.22
A,2313,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,1094.74
A,2313,48022,AYUDAS Y SUBVENCIONES A  ORGANIZACIONES VECINALES,50000,0,50000,0
A,241,13000,RETRIBUCIONES BÁSICAS,80000,0,80000,11979.66
A,241,13002,OTRAS REMUNERACIONES,24000,0,24000,3476.73
A,241,14300,OTRO PERSONAL,150000,0,150000,0
A,241,14301,SUELDOS PROYECTO REACT.PROF.MAYORES 30 AÑOS,0,139256.7,139256.7,113423.69
A,241,14302,SALARIOS PROYECTO CUALIF.PROF. MAYORES 30 AÑOS,0,118361.93,118361.93,54096.7
A,241,14303,SALARIOS PROYECTO ACTIV.PROF.MENORES 30 AÑOS,0,23187.43,23187.43,14615.79
A,241,14307,SALARIOS PROYECTO CUALIFICACIÓN PROF.MENORES 30 AÑOS,0,59127,59127,20391.6
A,241,15000,PRODUCTIVIDAD,11000,0,11000,2910.57
A,241,16000,SEGURIDAD SOCIAL,54000,62814.47,116814.47,11645.96
A,241,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000,0,1000,235.83
A,241,16204,ACCIÓN SOCIAL,4000,0,4000,276.85
A,241,16205,SEGUROS,400,0,400,171.54
A,241,16209,OTROS GASTOS SOCIALES,400,0,400,271.23
A,241,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,11000,0,11000,1202.82
A,241,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,29000,0,29000,0
A,241,22101,SUMINISTROS: AGUA,36500,0,36500,822.52
A,241,22102,GAS,2400,0,2400,0
A,241,22120,MATERIALES PROYECTO REACT.PROF.MAYORES 30 AÑOS,0,0,0,0
A,241,22121,MATERIALES PROYECTO CUALIF.PROF. MAYORES 30 AÑOS,0,0,0,0
A,241,22200,SERVICIOS DE TELECOMUNICACIONES,10800,0,10800,1663.39
A,241,22201,POSTALES,5000,0,5000,1618.86
A,241,22690,GASTOS DIVERSOS,10000,0,10000,1022.21
A,241,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,1208.42
A,241,22719,MANTENIMIENTO CLIMATIZACION,8000,0,8000,1250.28
A,241,22750,FORMACION TRANSVERSAL PROYECTO REACT.PROF.MAYORES 30 AÑOS,0,10800,10800,10371.45
A,241,22761,FORMACION TRANSVERSAL PROYECTO CUALIF.PROF.MAYORES 30 AÑOS,0,55800,55800,0
A,241,22762,FORMACION TRANSVERSAL PROYECTO ACT.PROF.MENORES 30 AÑOS,0,1800,1800,1728.55
A,241,22763,FORMACION TRANSVERSAL PROYECTO CUALIF.PROF.MENORES 30 AÑOS,0,31200,31200,0
A,320,12004,SUELDOS DEL GRUPO C2,9000,0,9000,727.23
A,320,12006,TRIENIOS,3000,0,3000,241.38
A,320,12100,COMPLEMENTO DE DESTINO,6000,0,6000,444.1
A,320,12101,COMPLEMENTO ESPECÍFICO,5000,0,5000,395.31
A,320,13000,RETRIBUCIONES BÁSICAS,135000,0,135000,22028.84
A,320,13002,OTRAS REMUNERACIONES,18000,0,18000,3327.45
A,320,15000,PRODUCTIVIDAD,30000,0,30000,5810.67
A,320,16000,SEGURIDAD SOCIAL,64000,0,64000,13802.63
A,320,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000,0,2000,307.59
A,320,16204,ACCIÓN SOCIAL,5000,0,5000,537.3
A,320,16205,SEGUROS,400,0,400,171.54
A,320,16209,OTROS GASTOS SOCIALES,300,0,300,203.09
A,320,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,1500,0,1500,164.19
A,320,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,862.39
A,320,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,17000,0,17000,0
A,320,22101,SUMINISTROS: AGUA,800,0,800,0
A,320,22200,SERVICIOS DE TELECOMUNICACIONES,4500,0,4500,527.6
A,320,22201,POSTALES,5000,0,5000,1618.86
A,320,22699,OTROS GASTOS DIVERSOS,36000,0,36000,5322.47
A,320,22718,MANTENIMIENTO ASCENSORES,2500,0,2500,1208.42
A,320,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,781.68
A,320,22745,CONTRATO CAMPAMENTO URBANO,70000,0,70000,0
A,320,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,5000,0,5000,22429.04
A,320,42200,CONVENIO UNED,20000,0,20000,0
A,320,48009,CONVENIO ABSENTISMO ESCOLAR,5000,0,5000,0
A,320,48019,PROGRAMA MUNICIPAL DE APOYO A LA ESCOLARIDAD,40000,0,40000,0
A,3201,13000,RETRIBUCIONES BÁSICAS,320000,0,320000,60724.18
A,3201,13002,OTRAS REMUNERACIONES,92000,0,92000,17222.58
A,3201,15000,PRODUCTIVIDAD,43000,0,43000,8097.55
A,3201,15200,OTROS INCENTIVOS AL RENDIMIENTO,1000,0,1000,17.68
A,3201,16000,SEGURIDAD SOCIAL,144000,0,144000,31055.91
A,3201,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000,0,3000,471.54
A,3201,16204,ACCIÓN SOCIAL,12000,0,12000,3071.06
A,3201,16205,SEGUROS,1000,0,1000,428.84
A,3201,16209,OTROS GASTOS SOCIALES,500,0,500,451.19
A,3201,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,900,0,900,98.52
A,3201,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,50.24
A,3201,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,11000,0,11000,0
A,3201,22101,SUMINISTROS: AGUA,1000,0,1000,337.71
A,3201,22103,COMBUSTIBLES Y CARBURANTES,5500,0,5500,4164
A,3201,22200,SERVICIOS DE TELECOMUNICACIONES,600,0,600,111.8
A,3201,22699,OTROS GASTOS DIVERSOS,1250,0,1250,0
A,3201,22718,MANTENIMIENTO ASCENSORES,1250,0,1250,604.22
A,3201,22719,MANTENIMIENTO CLIMATIZACION,2000,0,2000,313.08
A,3201,22728,CONTRATO MANUTENCION NIÑOS E. INFANTIL,70000,0,70000,12718.35
A,3201,48006,TRANSFERENCIAS ESCUELAS INFANTILES,385000,0,385000,107467.04
A,3202,13000,RETRIBUCIONES BÁSICAS,74000,0,74000,0
A,3202,13002,OTRAS REMUNERACIONES,30000,0,30000,0
A,3202,15000,PRODUCTIVIDAD,26000,0,26000,0
A,3202,16000,SEGURIDAD SOCIAL,36000,0,36000,7763.98
A,3202,16204,ACCIÓN SOCIAL,2500,0,2500,0
A,3202,16205,SEGUROS,100,0,100,42.88
A,3202,16209,OTROS GASTOS SOCIALES,100,0,100,67.46
A,3202,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,8000,0,8000,874.47
A,3202,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,4480.66
A,3202,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,102000,0,102000,41116.41
A,3202,22101,SUMINISTROS: AGUA,48000,0,48000,5237.41
A,3202,22102,GAS,240000,0,240000,27859.12
A,3202,22200,SERVICIOS DE TELECOMUNICACIONES,350,0,350,82.8
A,3202,22699,OTROS GASTOS DIVERSOS,2400,0,2400,0
A,3202,22718,MANTENIMIENTO ASCENSORES,7550,0,7550,3650.08
A,3202,22719,MANTENIMIENTO CLIMATIZACION,15000,0,15000,2345.04
A,3203,13000,RETRIBUCIONES BÁSICAS,22000,0,22000,4997.1
A,3203,13002,OTRAS REMUNERACIONES,3000,0,3000,687.49
A,3203,15000,PRODUCTIVIDAD,5000,0,5000,743.2
A,3203,16000,SEGURIDAD SOCIAL,9000,0,9000,1940.99
A,3203,16204,ACCIÓN SOCIAL,1000,0,1000,0
A,3203,16205,SEGUROS,50,0,50,21.44
A,3203,16209,OTROS GASTOS SOCIALES,50,0,50,34.05
A,3203,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,500,0,500,55.29
A,3203,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,50.24
A,3203,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,6400,0,6400,0
A,3203,22101,SUMINISTROS: AGUA,3700,0,3700,213.03
A,3203,22102,GAS,2000,0,2000,0
A,3203,22200,SERVICIOS DE TELECOMUNICACIONES,300,0,300,126.07
A,3203,22699,OTROS GASTOS DIVERSOS,2000,0,2000,0
A,3203,22718,MANTENIMIENTO ASCENSORES,1500,0,1500,724.7
A,3203,22719,MANTENIMIENTO CLIMATIZACION,1500,0,1500,652.11
A,3204,13000,RETRIBUCIONES BÁSICAS,316000,0,316000,72194.63
A,3204,13002,OTRAS REMUNERACIONES,63000,0,63000,12761.07
A,3204,15000,PRODUCTIVIDAD,75000,0,75000,16426.36
A,3204,16000,SEGURIDAD SOCIAL,140000,0,140000,30193.24
A,3204,16204,ACCIÓN SOCIAL,10000,0,10000,2299.17
A,3204,16205,SEGUROS,1000,0,1000,428.84
A,3204,16209,OTROS GASTOS SOCIALES,500,0,500,338.7
A,3204,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,2000,0,2000,219.48
A,3204,21200,REP. MANT. Y CONSERVACION EDIFICIOS,3000,0,3000,75.36
A,3204,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,24200,0,24200,0
A,3204,22101,SUMINISTROS: AGUA,3500,0,3500,434.95
A,3204,22200,SERVICIOS DE TELECOMUNICACIONES,2200,0,2200,257.61
A,3204,22615,GASTOS ESCUELA MUSICA,4000,0,4000,200
A,3204,22699,OTROS GASTOS DIVERSOS,4600,0,4600,0
A,3204,22719,MANTENIMIENTO CLIMATIZACION,7000,0,7000,1094.74
A,3205,22729,CONTRATO SERVICIO ACTIVIDADES EXTRAESCOLARES,115000,0,115000,20945.9
A,3207,13000,RETRIBUCIONES BÁSICAS,12000,0,12000,2666.25
A,3207,13002,OTRAS REMUNERACIONES,5000,0,5000,1086.33
A,3207,15000,PRODUCTIVIDAD,4000,0,4000,1018.17
A,3207,16000,SEGURIDAD SOCIAL,6000,0,6000,1293.99
A,3207,16204,ACCIÓN SOCIAL,500,0,500,0
A,3207,16205,SEGUROS,50,0,50,21.44
A,3207,16209,OTROS GASTOS SOCIALES,50,0,50,34.05
A,3207,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,800,0,800,88.14
A,3207,21200,REP. MANT. Y CONSERVACION EDIFICIOS,2000,0,2000,50.24
A,3207,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,10000,0,10000,0
A,3207,22101,SUMINISTROS: AGUA,1000,0,1000,77.2
A,3207,22200,SERVICIOS DE TELECOMUNICACIONES,300,0,300,69.67
A,3207,22718,MANTENIMIENTO ASCENSORES,1300,0,1300,629.02
A,3207,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,781.68
A,3207,22746,CONTRATO GESTION LUDOTECA MPAL,65000,0,65000,22630
A,334,12003,SUELDOS DEL GRUPO C1,12000,0,12000,5091.22
A,334,12004,SUELDOS DEL GRUPO C2,9000,0,9000,0
A,334,12006,TRIENIOS,6000,0,6000,1416.32
A,334,12100,COMPLEMENTO DE DESTINO,14000,0,14000,2818.2
A,334,12101,COMPLEMENTO ESPECÍFICO,19000,0,19000,3930.2
A,334,13000,RETRIBUCIONES BÁSICAS,309000,0,309000,67632.76
A,334,13002,OTRAS REMUNERACIONES,88000,0,88000,18202.47
A,334,15000,PRODUCTIVIDAD,53000,0,53000,15544.04
A,334,15200,OTROS INCENTIVOS AL RENDIMIENTO,26000,0,26000,2995.63
A,334,16000,SEGURIDAD SOCIAL,164000,0,164000,35369.23
A,334,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000,0,2000,489.11
A,334,16204,ACCIÓN SOCIAL,17000,0,17000,7535.07
A,334,16205,SEGUROS,1400,0,1400,600.37
A,334,16209,OTROS GASTOS SOCIALES,1200,0,1200,855.06
A,334,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,16000,0,16000,1748.91
A,334,20900,CÁNONES.,4000,0,4000,0
A,334,21200,REP. MANT. Y CONSERVACION EDIFICIOS,46000,0,46000,4291.24
A,334,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",10000,0,10000,0
A,334,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,230700,0,230700,0
A,334,22101,SUMINISTROS: AGUA,19700,0,19700,1833.77
A,334,22102,GAS,29500,0,29500,2991.28
A,334,22103,COMBUSTIBLES Y CARBURANTES,1000,0,1000,0
A,334,22200,SERVICIOS DE TELECOMUNICACIONES,11500,0,11500,1416.17
A,334,22201,POSTALES,5000,0,5000,1618.86
A,334,22401,SEGUROS SUSPENSION DE ACTUACIONES,3000,0,3000,478
A,334,22609,FESTEJOS TAURINOS,25000,0,25000,0
A,334,22613,ANIMACION A LA LECTURA,10000,0,10000,2199
A,334,22618,PINTO VERANO,25000,0,25000,0
A,334,22619,FIESTAS CARNAVALES Y NAVIDAD,40000,0,40000,39219.31
A,334,22620,PROMOCION BANDA MPAL Y CORO,50000,0,50000,10799.19
A,334,22623,FIESTAS PATRONALES,150000,0,150000,670.6
A,334,22628,VIVE LA NAVIDAD,15000,0,15000,8188
A,334,22630,PROGRAMACION SOCIOCULTURAL,21000,0,21000,3911.68
A,334,22690,GASTOS DIVERSOS,8000,0,8000,561.11
A,334,22718,MANTENIMIENTO ASCENSORES,10000,0,10000,4835.47
A,334,22719,MANTENIMIENTO CLIMATIZACION,24000,0,24000,3752.86
A,334,22723,CONTRATO ILUMINACION Y SONIDO TEATRO,30000,0,30000,11646.85
A,334,22730,CONTRATO ILUMINACION FIESTAS,30000,0,30000,1256.04
A,334,22732,CONTRATO FUEGOS ARTIFICIALES,20000,0,20000,0
A,334,22748,PROGRAMACION TEATRO MPAL,50000,0,50000,28422.65
A,334,22753,PROMOCIÓN DEL COMERCIO Y PYMES,50000,0,50000,2830.2
A,334,22755,T.R.O.E.P.: FESTIVAL RENACENTISTA,20000,0,20000,1363
A,334,22756,T.R.O.E.P.: :DIFUSIÓN PATRIMONIO HISTÓRICO,20000,0,20000,1547.5
A,334,22757,T.R.O.E.P.: DIFUSIÓN,25000,0,25000,0
A,334,22758,T.R.O.E.P.: CONTRATO SONIDO ACTUACIONES CALLE,30000,0,30000,0
A,334,22759,T.R.O.E.P.: AGENDA 21 CULTURAL,10000,0,10000,0
A,334,22765,T.R.O.E.P.: CONTRATO VENTA DE ENTRADAS EVENTOS MUNICIPALES,0,0,0,0
A,3343,12000,SUELDOS DEL GRUPO A1,14000,0,14000,1120.15
A,3343,12006,TRIENIOS,1000,0,1000,129.24
A,3343,12100,COMPLEMENTO DE DESTINO,11000,0,11000,803.81
A,3343,12101,COMPLEMENTO ESPECÍFICO,7000,0,7000,564.22
A,3343,13000,RETRIBUCIONES BÁSICAS,108000,0,108000,10722.71
A,3343,13002,OTRAS REMUNERACIONES,31000,0,31000,2881.63
A,3343,15000,PRODUCTIVIDAD,18000,0,18000,3643.7
A,3343,15200,OTROS INCENTIVOS AL RENDIMIENTO,1000,0,1000,501.88
A,3343,16000,SEGURIDAD SOCIAL,58000,0,58000,12508.62
A,3343,16204,ACCIÓN SOCIAL,1000,0,1000,85.26
A,3343,16205,SEGUROS,100,0,100,42.88
A,3343,16209,OTROS GASTOS SOCIALES,100,0,100,67.46
A,3343,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,14000,0,14000,1093.33
A,3343,21200,REP. MANT. Y CONSERVACION EDIFICIOS,3000,0,3000,75.36
A,3343,22605,ACTIVIDADES RED CIUDADES SALUDABLES,1000,0,1000,0
A,3343,22608,ACTIVIDADES OMIC,3000,0,3000,930.19
A,3343,22611,ACTIVIDADES COLECTIVO MAYORES,3000,0,3000,260
A,3343,22690,GASTOS DIVERSOS,15800,0,15800,0
A,3343,22700,LIMPIEZA Y ASEO,25000,0,25000,3098.3
A,3343,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,6000,0,6000,0
A,3343,22740,CONTRATO ASESORÍA JURÍDICA,2000,0,2000,1989.24
A,3343,22741,COMIDA CONFRATERNIZACIÓN,9000,0,9000,125.4
A,3343,22742,CENTRO DE OCIO MAYORES,115000,0,115000,30660
A,3343,22744,PROGRAMAS DE SALUD PUBLICA,33000,0,33000,4568.76
A,341,13000,RETRIBUCIONES BÁSICAS,456000,0,456000,102198.19
A,341,13002,OTRAS REMUNERACIONES,178000,0,178000,31525.07
A,341,15000,PRODUCTIVIDAD,75000,0,75000,14019.61
A,341,15200,OTROS INCENTIVOS AL RENDIMIENTO,32000,0,32000,11463.65
A,341,16000,SEGURIDAD SOCIAL,243000,0,243000,52406.84
A,341,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000,0,3000,344.19
A,341,16204,ACCIÓN SOCIAL,5000,0,5000,2790.49
A,341,16205,SEGUROS,2400,0,2400,1029.21
A,341,16209,OTROS GASTOS SOCIALES,1000,0,1000,876.81
A,341,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,38850,0,38850,4247.88
A,341,21200,REP. MANT. Y CONSERVACION EDIFICIOS,22000,0,22000,1151.15
A,341,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,373000,0,373000,121579.4
A,341,22101,SUMINISTROS: AGUA,160000,0,160000,10736.54
A,341,22102,GAS,111000,0,111000,11345.93
A,341,22104,VESTUARIO,2000,0,2000,0
A,341,22116,TROFEOS DEPORTIVOS,12000,0,12000,654.95
A,341,22119,MATERIAL TECNICO DEPORTIVO,40000,0,40000,531.69
A,341,22200,SERVICIOS DE TELECOMUNICACIONES,8000,0,8000,1211.38
A,341,22201,POSTALES,5000,0,5000,1618.86
A,341,22402,SEGUROS DEPORTIVOS,60000,0,60000,60000
A,341,22690,GASTOS DIVERSOS,6000,0,6000,0
A,341,22718,MANTENIMIENTO ASCENSORES,3750,0,3750,1812.64
A,341,22719,MANTENIMIENTO CLIMATIZACION,25000,0,25000,3910.4
A,341,22735,ARBITRAJES Y COORDINACION,10000,0,10000,0
A,341,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,2000,0,2000,0
A,341,23120,DEL PERSONAL NO DIRECTIVO,1000,0,1000,79.68
A,341,48001,FOMENTO DEPORTE ESCOLAR,10000,0,10000,1358.02
A,341,48004,FOMENTO DEPORTE,20000,0,20000,0
A,341,48904,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,70000,0,70000,0
B,450,12000,SUELDOS DEL GRUPO A1,73000,0,73000,22448.98
B,450,12001,SUELDOS DEL GRUPO A2,53000,0,53000,11622.84
B,450,12003,SUELDOS DEL GRUPO C1,37000,0,37000,2181.69
B,450,12004,SUELDOS DEL GRUPO C2,52000,0,52000,1815.75
B,450,12006,TRIENIOS,29000,0,29000,7376.24
B,450,12100,COMPLEMENTO DE DESTINO,153000,0,153000,26930.8
B,450,12101,COMPLEMENTO ESPECÍFICO,283000,0,283000,46691.88
B,450,13000,RETRIBUCIONES BÁSICAS,303000,0,303000,63509.84
B,450,13002,OTRAS REMUNERACIONES,116000,0,116000,22137.96
B,450,15000,PRODUCTIVIDAD,108000,0,108000,23943.12
B,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,13000,0,13000,3787.43
B,450,16000,SEGURIDAD SOCIAL,328000,0,328000,70738.46
B,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000,0,3000,608.8
