#Org.,Prog.,Econ.,DENOMINACIÓN DE LAS APLICACIONES,Créditos Iniciales,Modificaciones,Créditos Totales,Obligaciones Reconocidas
A,132.0,22101.0,SUMINISTROS: AGUA,1000.0,0.0,1000.0,4687.17
A,132.0,22103.0,COMBUSTIBLES Y CARBURANTES,22000.0,0.0,22000.0,19266.84
A,132.0,22104.0,VESTUARIO,40000.0,0.0,40000.0,39367.57
A,132.0,22115.0,UTILES SEGURIDAD VIAL,18000.0,-5000.0,13000.0,6295.04
A,132.0,22118.0,UTILES,6000.0,0.0,6000.0,4332.55
A,132.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,10000.0,0.0,10000.0,8421.57
A,132.0,22201.0,POSTALES,7000.0,0.0,7000.0,8577.79
A,132.0,22637.0,GASTOS DIVERSOS SEGURIDAD CIUDADANA,14000.0,0.0,14000.0,11351.0
A,132.0,22715.0,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,12000.0,0.0,12000.0,5467.32
A,132.0,22719.0,MANTENIMIENTO CLIMATIZACION,5000.0,5000.0,10000.0,13255.66
A,132.0,23120.0,DEL PERSONAL NO DIRECTIVO,1000.0,0.0,1000.0,172.14
A,132.0,45320.0,APORTACION AL CONSORCIO DE TRANSPORTES,115000.0,0.0,115000.0,106623.95
A,132.0,62308.0,"INVERSIÓN MAQUINARIA, INST Y UTILLAJE SEGURIDAD CIUDADANA",0.0,38236.0,38236.0,35186.63
A,132.0,62400.0,ELEMENTOS DE TRANSPORTE,0.0,21780.0,21780.0,21647.43
A,132.0,63203.0,INVERSIÓN REPARACIÓN ASEOS EDIFICIO POLICIA,0.0,3000.0,3000.0,0.0
A,132.0,63400.0,INVERSION DE REPOSICION EN ELEMENTOS DE TRANSPORTE,10000.0,0.0,10000.0,9995.57
A,135.0,13000.0,RETRIBUCIONES BÁSICAS,170000.0,0.0,170000.0,163628.14
A,135.0,13002.0,OTRAS REMUNERACIONES,13000.0,0.0,13000.0,12163.3
A,135.0,15000.0,PRODUCTIVIDAD,123000.0,0.0,123000.0,158236.43
A,135.0,16000.0,SEGURIDAD SOCIAL,94000.0,0.0,94000.0,79764.61
A,135.0,16204.0,ACCIÓN SOCIAL,5000.0,0.0,5000.0,4374.94
A,135.0,16205.0,SEGUROS,500.0,0.0,500.0,428.84
A,135.0,16209.0,OTROS GASTOS SOCIALES,800.0,0.0,800.0,1500.34
A,135.0,20400.0,ARRENDAMIENTO MATERIAL DE TRANSPORTE,12500.0,0.0,12500.0,0.0
A,135.0,21400.0,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,10000.0,0.0,10000.0,9655.2
A,135.0,22103.0,COMBUSTIBLES Y CARBURANTES,4000.0,0.0,4000.0,0.0
A,135.0,22104.0,VESTUARIO,10000.0,0.0,10000.0,2409.11
A,135.0,22111.0,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE.",6500.0,0.0,6500.0,3277.6
A,135.0,22118.0,UTILES,18000.0,0.0,18000.0,21216.42
A,135.0,22502.0,TRIBUTOS AUTONÓMICOS SERVICIO PREVENCIÓN EXTINCIÓN INCENDIOS,1500000.0,18835.0,1518835.0,1518834.11
A,135.0,22690.0,GASTOS DIVERSOS,10700.0,0.0,10700.0,8012.65
A,241.0,13000.0,RETRIBUCIONES BÁSICAS,80000.0,0.0,80000.0,112175.12
A,241.0,13002.0,OTRAS REMUNERACIONES,24000.0,0.0,24000.0,14826.62
A,241.0,14300.0,OTRO PERSONAL,150000.0,-133722.02,16277.98,13768.8
A,241.0,14301.0,SUELDOS PROYECTO REACT.PROF.MAYORES 30 AÑOS,0.0,206820.68,206820.68,206820.68
A,241.0,14302.0,SALARIOS PROYECTO CUALIF.PROF. MAYORES 30 AÑOS,0.0,163176.3,163176.3,148736.21
A,241.0,14303.0,SALARIOS PROYECTO ACTIV.PROF.MENORES 30 AÑOS,0.0,27008.63,27008.63,26801.84
A,241.0,14304.0,SALARIO PROY REACTIV. PROF. MAYOR 30 AÑOS EX. RDLD/01116/17,0.0,115669.5,115669.5,75864.94
A,241.0,14305.0,SALARIOS PROY.CUALIF.PROF.MAYOR 30 AÑOS EX.CDLD/0074/2017,0.0,45655.0,45655.0,31162.0
A,241.0,14306.0,SALARIOS PROY.ACTIV.PROF.MENOR 30 AÑOS GJADL/0072/2017,0.0,36927.0,36927.0,22793.87
A,241.0,14307.0,SALARIOS PROYECTO CUALIF.PROF.MENORES 30 AÑOS,0.0,61174.8,61174.8,58206.66
A,241.0,14308.0,SALARIO PROY.CUALIF.PROF.MENOR 30 AÑOS EXP.GJCDLD/0043/2017,0.0,20392.0,20392.0,16743.74
A,241.0,15000.0,PRODUCTIVIDAD,11000.0,0.0,11000.0,42622.05
A,241.0,16000.0,SEGURIDAD SOCIAL,54000.0,142944.57,196944.57,45822.22
A,241.0,16200.0,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000.0,0.0,1000.0,1180.61
A,241.0,16204.0,ACCIÓN SOCIAL,4000.0,0.0,4000.0,376.02
A,241.0,16205.0,SEGUROS,400.0,0.0,400.0,343.08
A,241.0,16209.0,OTROS GASTOS SOCIALES,400.0,0.0,400.0,574.2
A,241.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,11000.0,0.0,11000.0,7167.99
A,241.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,29000.0,0.0,29000.0,20096.65
A,241.0,22101.0,SUMINISTROS: AGUA,36500.0,0.0,36500.0,17166.49
A,241.0,22102.0,GAS,2400.0,0.0,2400.0,2951.47
A,241.0,22120.0,MATERIALES PROYECTO REACT.PROF.MAYORES 30 AÑOS,0.0,14500.0,14500.0,14464.87
A,241.0,22121.0,MATERIALES PROYECTO CUALIF.PROF. MAYORES 30 AÑOS,0.0,22500.0,22500.0,8921.63
A,241.0,22130.0,VESTUARIO PROGRAMA REACTIVACION MAYORES 30 AÑOS,0.0,3000.0,3000.0,1931.78
A,241.0,22131.0,MATERIALES PROGRAMA REACTIV. MAYORES 30 AÑOS,0.0,7000.0,7000.0,1220.38
A,241.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,10800.0,0.0,10800.0,7450.51
A,241.0,22201.0,POSTALES,5000.0,0.0,5000.0,6133.38
A,241.0,22690.0,GASTOS DIVERSOS,10000.0,0.0,10000.0,4742.96
A,241.0,22718.0,MANTENIMIENTO ASCENSORES,2500.0,0.0,2500.0,2300.74
A,241.0,22719.0,MANTENIMIENTO CLIMATIZACION,8000.0,0.0,8000.0,7507.12
A,241.0,22750.0,FORMACION TRANSVERSAL PROYECTO REACT.PROF.MAYORES 30 AÑOS,0.0,10800.0,10800.0,10371.45
A,241.0,22751.0,FORMAC TRANSV.PROYECT REACTIV. MAYOR 30 AÑOS EX RDLD/0116/17,0.0,21600.0,21600.0,8500.0
A,241.0,22754.0,FORM.TRANS.PROY.CUALIF.PROF.MAYORES 30 AÑOS. CDLD/0074/2017,0.0,45000.0,45000.0,2677.61
A,241.0,22761.0,FORMACION TRANSVERSAL PROYECTO CUALIF..PROF.MAYORES 30 AÑOS,0.0,55800.0,55800.0,48941.6
A,241.0,22762.0,FORMACION TRANSV.PROYECTO ACTIV.PROFESIONAL MENORES 30 AÑOS,0.0,1800.0,1800.0,1728.55
A,241.0,22763.0,FORMACION TRANSV.PROYECTO CUALIF.PROFESIONAL MENORES 30 AÑOS,0.0,31200.0,31200.0,26970.9
A,241.0,22766.0,FORM.TRANSV.PROY.ACTIV.PROF.MENOR 30 AÑOS EX`-GJADLD/0072/17,0.0,7200.0,7200.0,7179.0
A,241.0,22767.0,FORM.TRANSV.PR.CUAL.PROF.MENOR 30 AÑOS EXP.GJCDLD/0043/2017,0.0,18000.0,18000.0,1365.59
A,320.0,12004.0,SUELDOS DEL GRUPO C2,9000.0,-6200.0,2800.0,727.23
A,320.0,12006.0,TRIENIOS,3000.0,-2125.0,875.0,241.38
A,320.0,12100.0,COMPLEMENTO DE DESTINO,6000.0,-4250.0,1750.0,444.1
A,320.0,12101.0,COMPLEMENTO ESPECÍFICO,5000.0,-3600.0,1400.0,395.31
A,320.0,13000.0,RETRIBUCIONES BÁSICAS,135000.0,-33500.0,101500.0,91664.88
A,320.0,13002.0,OTRAS REMUNERACIONES,18000.0,-2600.0,15400.0,14242.98
A,320.0,15000.0,PRODUCTIVIDAD,30000.0,-3400.0,26600.0,23256.01
A,320.0,16000.0,SEGURIDAD SOCIAL,64000.0,-9100.0,54900.0,54307.82
A,320.0,16200.0,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000.0,0.0,2000.0,1117.37
A,320.0,16204.0,ACCIÓN SOCIAL,5000.0,0.0,5000.0,579.51
A,320.0,16205.0,SEGUROS,400.0,0.0,400.0,343.08
A,320.0,16209.0,OTROS GASTOS SOCIALES,300.0,0.0,300.0,426.01
A,320.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,1500.0,0.0,1500.0,978.43
A,320.0,21200.0,REP. MANT. Y CONSERVACION EDIFICIOS,2000.0,0.0,2000.0,1018.96
A,320.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,17000.0,-5000.0,12000.0,0.0
A,320.0,22101.0,SUMINISTROS: AGUA,800.0,0.0,800.0,0.0
A,320.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,4500.0,0.0,4500.0,2278.08
A,320.0,22201.0,POSTALES,5000.0,0.0,5000.0,6133.38
A,320.0,22654.0,GASTOS ACTIVIDADES CONSEJO SECTORIAL,0.0,6000.0,6000.0,4936.8
A,320.0,22699.0,OTROS GASTOS DIVERSOS,36000.0,0.0,36000.0,18659.13
A,320.0,22718.0,MANTENIMIENTO ASCENSORES,2500.0,0.0,2500.0,20949.52
A,320.0,22719.0,MANTENIMIENTO CLIMATIZACION,5000.0,5000.0,10000.0,5544.29
A,320.0,22745.0,CONTRATO CAMPAMENTO URBANO,70000.0,0.0,70000.0,19122.28
A,320.0,22799.0,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,5000.0,0.0,5000.0,25996.49
A,320.0,42200.0,CONVENIO UNED,20000.0,0.0,20000.0,11121.27
A,320.0,48009.0,CONVENIO ABSENTISMO ESCOLAR,5000.0,0.0,5000.0,724.79
A,320.0,48011.0,AYUDAS ECONÓMICAS ESTUDIANTES,0.0,20000.0,20000.0,12100.0
A,320.0,48019.0,PROGRAMA MUNICIPAL DE APOYO A LA ESCOLARIDAD,40000.0,79000.0,119000.0,76397.32
A,334.0,12003.0,SUELDOS DEL GRUPO C1,12000.0,0.0,12000.0,124276.98
A,334.0,12004.0,SUELDOS DEL GRUPO C2,9000.0,0.0,9000.0,3198.82
A,334.0,12006.0,TRIENIOS,6000.0,0.0,6000.0,7410.69
A,334.0,12100.0,COMPLEMENTO DE DESTINO,14000.0,0.0,14000.0,72654.81
A,334.0,12101.0,COMPLEMENTO ESPECÍFICO,19000.0,0.0,19000.0,18586.69
A,334.0,13000.0,RETRIBUCIONES BÁSICAS,309000.0,0.0,309000.0,421048.76
A,334.0,13002.0,OTRAS REMUNERACIONES,88000.0,0.0,88000.0,81556.33
A,334.0,15000.0,PRODUCTIVIDAD,53000.0,0.0,53000.0,64336.3
A,334.0,15200.0,OTROS INCENTIVOS AL RENDIMIENTO,26000.0,0.0,26000.0,14106.33
A,334.0,16000.0,SEGURIDAD SOCIAL,164000.0,0.0,164000.0,131848.6
A,334.0,16200.0,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2000.0,0.0,2000.0,3261.42
A,334.0,16204.0,ACCIÓN SOCIAL,17000.0,0.0,17000.0,12841.34
A,334.0,16205.0,SEGUROS,1400.0,0.0,1400.0,1200.74
A,334.0,16209.0,OTROS GASTOS SOCIALES,1200.0,0.0,1200.0,1656.92
A,334.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,16000.0,0.0,16000.0,10422.36
A,334.0,20900.0,CÁNONES.,4000.0,54107.5,58107.5,40426.44
A,334.0,21200.0,REP. MANT. Y CONSERVACION EDIFICIOS,46000.0,0.0,46000.0,43125.9
A,334.0,22001.0,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",10000.0,11706.66,21706.66,21666.3
A,334.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,230700.0,-90107.5,140592.5,49821.75
A,334.0,22101.0,SUMINISTROS: AGUA,19700.0,0.0,19700.0,31284.2
A,334.0,22102.0,GAS,29500.0,0.0,29500.0,13333.47
A,334.0,22103.0,COMBUSTIBLES Y CARBURANTES,1000.0,0.0,1000.0,0.0
A,334.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,11500.0,0.0,11500.0,6231.82
A,334.0,22201.0,POSTALES,5000.0,0.0,5000.0,6133.38
A,334.0,22401.0,SEGUROS SUSPENSION DE ACTUACIONES,3000.0,0.0,3000.0,3000.0
A,334.0,22609.0,FESTEJOS TAURINOS,25000.0,0.0,25000.0,0.0
A,334.0,22613.0,ANIMACION A LA LECTURA,10000.0,0.0,10000.0,13327.23
A,334.0,22618.0,PINTO VERANO,25000.0,0.0,25000.0,23610.15
A,334.0,22619.0,FIESTAS CARNAVALES Y NAVIDAD,40000.0,0.0,40000.0,51762.7
A,334.0,22620.0,PROMOCION BANDA MPAL Y CORO,50000.0,0.0,50000.0,40112.31
A,334.0,22623.0,FIESTAS PATRONALES,150000.0,0.0,150000.0,155121.71
A,334.0,22628.0,VIVE LA NAVIDAD,15000.0,0.0,15000.0,10733.22
A,334.0,22630.0,PROGRAMACION SOCIOCULTURAL,21000.0,19769.0,40769.0,32908.04
A,334.0,22653.0,GASTOS ACTIVIDADES CONSEJO SECTORIAL DE CULTURA,0.0,6000.0,6000.0,4840.0
A,334.0,22654.0,GASTOS ACTIVIDADES CONSEJO SECTORIAL DE BIENESTAR SOCIAL,0.0,0.0,0.0,0.0
A,334.0,22690.0,GASTOS DIVERSOS,8000.0,0.0,8000.0,2090.82
A,334.0,22718.0,MANTENIMIENTO ASCENSORES,10000.0,0.0,10000.0,10050.66
A,334.0,22719.0,MANTENIMIENTO CLIMATIZACION,24000.0,20000.0,44000.0,39919.52
A,334.0,22723.0,CONTRATO ILUMINACION Y SONIDO TEATRO,30000.0,30000.0,60000.0,53330.39
A,334.0,22730.0,CONTRATO ILUMINACION FIESTAS,30000.0,0.0,30000.0,29020.99
A,334.0,22732.0,CONTRATO FUEGOS ARTIFICIALES,20000.0,0.0,20000.0,12741.3
A,334.0,22748.0,PROGRAMACION TEATRO MPAL,50000.0,16000.0,66000.0,114445.32
A,334.0,22753.0,PROMOCIÓN DEL COMERCIO Y PYMES,50000.0,0.0,50000.0,31098.49
A,334.0,22755.0,T.R.O.E.P.: FESTIVAL RENACENTISTA,20000.0,0.0,20000.0,17017.59
A,334.0,22756.0,T.R.O.E.P.: :DIFUSIÓN PATRIMONIO HISTÓRICO,20000.0,0.0,20000.0,9279.92
A,334.0,22757.0,T.R.O.E.P.: DIFUSIÓN,25000.0,-19769.0,5231.0,5167.31
A,334.0,22758.0,T.R.O.E.P.: CONTRATO SONIDO ACTUACIONES CALLE,30000.0,0.0,30000.0,27282.14
A,334.0,22759.0,T.R.O.E.P.: AGENDA 21 CULTURAL,10000.0,0.0,10000.0,2476.19
A,334.0,22765.0,TROEP- CONTRATO VENTA DE ENTRADAS EVENTOS MUNICIPALES,0.0,18150.0,18150.0,5208.37
A,334.0,22772.0,TRABAJOS MEJORA CLIMATIZACION EDIFICO C. CADENA,0.0,6500.0,6500.0,6484.75
A,334.0,62307.0,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE CULTURA",0.0,94000.0,94000.0,88539.33
A,334.0,63204.0,INVERSIÓN INSTALACIÓN PUERTAS LOCALES ENSAYO,0.0,3000.0,3000.0,0.0
A,337.0,22660.0,ACTIVIDADES CONSEJO INFANCIA,0.0,3000.0,3000.0,2521.64
A,337.0,22680.0,ACTIVIDADES JUVENTUD,0.0,3000.0,3000.0,1892.58
A,337.0,22780.0,ACTIVIDADES JUVENTUD E INFANCIA,0.0,40000.0,40000.0,28070.21
A,341.0,13000.0,RETRIBUCIONES BÁSICAS,456000.0,0.0,456000.0,458913.51
A,341.0,13002.0,OTRAS REMUNERACIONES,178000.0,0.0,178000.0,145393.31
A,341.0,15000.0,PRODUCTIVIDAD,75000.0,0.0,75000.0,63381.2
A,341.0,15200.0,OTROS INCENTIVOS AL RENDIMIENTO,32000.0,0.0,32000.0,46653.03
A,341.0,16000.0,SEGURIDAD SOCIAL,243000.0,-42950.0,200050.0,189045.04
A,341.0,16200.0,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,3000.0,0.0,3000.0,1602.7
A,341.0,16204.0,ACCIÓN SOCIAL,5000.0,0.0,5000.0,3039.21
A,341.0,16205.0,SEGUROS,2400.0,0.0,2400.0,2058.42
A,341.0,16209.0,OTROS GASTOS SOCIALES,1000.0,0.0,1000.0,1601.11
A,341.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,38850.0,0.0,38850.0,25532.54
A,341.0,21200.0,REP. MANT. Y CONSERVACION EDIFICIOS,22000.0,0.0,22000.0,12274.19
A,341.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,373000.0,0.0,373000.0,484853.36
A,341.0,22101.0,SUMINISTROS: AGUA,160000.0,-15000.0,145000.0,108362.09
A,341.0,22102.0,GAS,111000.0,0.0,111000.0,59898.64
A,341.0,22104.0,VESTUARIO,2000.0,0.0,2000.0,4389.15
A,341.0,22116.0,TROFEOS DEPORTIVOS,12000.0,0.0,12000.0,10327.2
A,341.0,22119.0,MATERIAL TECNICO DEPORTIVO,40000.0,0.0,40000.0,13343.21
A,341.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,8000.0,0.0,8000.0,5531.21
A,341.0,22201.0,POSTALES,5000.0,0.0,5000.0,6133.38
A,341.0,22402.0,SEGUROS DEPORTIVOS,60000.0,0.0,60000.0,60000.0
A,341.0,22655.0,GASTOS ACTIVIDADES CONSEJO SECTORIAL DE DEPORTES,0.0,6000.0,6000.0,1827.1
A,341.0,22690.0,GASTOS DIVERSOS,6000.0,0.0,6000.0,6020.29
A,341.0,22718.0,MANTENIMIENTO ASCENSORES,3750.0,0.0,3750.0,3624.48
A,341.0,22719.0,MANTENIMIENTO CLIMATIZACION,25000.0,15000.0,40000.0,32951.81
A,341.0,22735.0,ARBITRAJES Y COORDINACION,10000.0,0.0,10000.0,5859.5
A,341.0,22776.0,CONTRATOS SERVICIOS DEPORTIVOS,0.0,77917.0,77917.0,32117.48
A,341.0,22799.0,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,2000.0,0.0,2000.0,1500.0
A,341.0,23120.0,DEL PERSONAL NO DIRECTIVO,1000.0,0.0,1000.0,318.72
A,341.0,48001.0,FOMENTO DEPORTE ESCOLAR,10000.0,0.0,10000.0,1358.02
A,341.0,48004.0,FOMENTO DEPORTE,20000.0,0.0,20000.0,7218.77
A,341.0,48012.0,AYUDAS AL ÉXITO DEPORTIVO Y AL DEPORTE INDIVIDUAL,0.0,110000.0,110000.0,64400.0
A,341.0,48904.0,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,70000.0,0.0,70000.0,44559.36
A,341.0,62215.0,INVER. INSTALAC. CLIMATIZACION PABELLON P DE ASTURIAS,0.0,37689.71,37689.71,35373.93
A,342.0,62210.0,ASEOS PABELLON CALLE SANTA TERESA,0.0,14402.07,14402.07,13911.79
A,920.0,63205.0,INVERSIÓN REHABILITACIÓN LOCAL MUNICIPAL,0.0,36000.0,36000.0,35062.24
A,2311.0,13000.0,RETRIBUCIONES BÁSICAS,513000.0,-35000.0,478000.0,487620.78
A,2311.0,13002.0,OTRAS REMUNERACIONES,107000.0,-15000.0,92000.0,87127.13
A,2311.0,15000.0,PRODUCTIVIDAD,67000.0,0.0,67000.0,60870.07
A,2311.0,15200.0,OTROS INCENTIVOS AL RENDIMIENTO,5000.0,0.0,5000.0,6640.32
A,2311.0,16000.0,SEGURIDAD SOCIAL,212000.0,-25000.0,187000.0,287771.97
A,2311.0,16200.0,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,4000.0,0.0,4000.0,4223.73
A,2311.0,16204.0,ACCIÓN SOCIAL,6000.0,0.0,6000.0,9189.31
A,2311.0,16205.0,SEGUROS,2400.0,0.0,2400.0,2058.42
A,2311.0,16209.0,OTROS GASTOS SOCIALES,2100.0,0.0,2100.0,6016.54
A,2311.0,20200.0,ARRENDAMIENTOS VIVIENDAS IVIMA,5000.0,0.0,5000.0,0.0
A,2311.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,19000.0,0.0,19000.0,12379.11
A,2311.0,21200.0,REP. MANT. Y CONSERVACION EDIFICIOS,5000.0,0.0,5000.0,7129.04
A,2311.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,237100.0,-5000.0,232100.0,216418.36
A,2311.0,22101.0,SUMINISTROS: AGUA,4500.0,0.0,4500.0,4780.34
A,2311.0,22102.0,GAS,2600.0,0.0,2600.0,4349.88
A,2311.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,10000.0,0.0,10000.0,5056.45
A,2311.0,22201.0,POSTALES,10000.0,0.0,10000.0,12266.75
A,2311.0,22654.0,GASTOS ACTIVIDADES CONSEJO SECTORIAL,0.0,6000.0,6000.0,3593.4
A,2311.0,22656.0,GASTOS CONSEJO SECTORIAL COOPERACION INTERNAL,0.0,6000.0,6000.0,0.0
A,2311.0,22690.0,GASTOS DIVERSOS,20000.0,0.0,20000.0,0.0
A,2311.0,22718.0,MANTENIMIENTO ASCENSORES,1300.0,0.0,1300.0,1257.58
A,2311.0,22719.0,MANTENIMIENTO CLIMATIZACION,7000.0,5000.0,12000.0,8751.5
A,2311.0,22722.0,CONTRATO ESTANCIAS EN RESIDENCIA PRIVADA,28000.0,0.0,28000.0,16123.54
A,2311.0,22724.0,T.R.O.E.P.: SERVICIO TELEASISTENCIA,45000.0,0.0,45000.0,22876.54
A,2311.0,22725.0,TRABAJOS EMPRESAS Y PROF: PROGRAMA DE FAMILIA,124000.0,0.0,124000.0,89919.41
A,2311.0,22726.0,CONTRATO SERVICIO AYUDA A DOMICILIO,300000.0,0.0,300000.0,321233.17
A,2311.0,22727.0,T.R.O.E.P.:AUTONOMÍA PERSONAL,75000.0,0.0,75000.0,23022.46
A,2311.0,22799.0,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,20000.0,0.0,20000.0,0.0
A,2311.0,23300.0,OTRAS INDEMNIZACIONES,30000.0,-26000.0,4000.0,0.0
A,2311.0,48010.0,AYUDA HUMANITARIA,0.0,15000.0,15000.0,10152.22
A,2311.0,48015.0,PRESTACIONES SOCIALES AYUDAS TÉCNICAS,0.0,10000.0,10000.0,9879.2
A,2311.0,48018.0,EMERGENCIA SOCIAL BASICA,300000.0,0.0,300000.0,167236.09
A,2311.0,48021.0,AYUDAS MEJORA HABITABILIDAD,12000.0,0.0,12000.0,11035.44
A,2311.0,61933.0,INVERS. CLIMATIZACION EDIFICIO F. GARCIA LORCA,0.0,28458.4,28458.4,26664.3
A,2311.0,62212.0,INSTALACION ASCENSOR EDIFICIO MUNIC. F. GARCIA LORCA,0.0,60455.23,60455.23,59985.75
A,2313.0,13000.0,RETRIBUCIONES BÁSICAS,109000.0,0.0,109000.0,110097.31
A,2313.0,13002.0,OTRAS REMUNERACIONES,27000.0,0.0,27000.0,28643.92
A,2313.0,15000.0,PRODUCTIVIDAD,13000.0,0.0,13000.0,13606.37
A,2313.0,15200.0,OTROS INCENTIVOS AL RENDIMIENTO,3000.0,0.0,3000.0,1216.59
A,2313.0,16000.0,SEGURIDAD SOCIAL,47000.0,0.0,47000.0,39882.3
A,2313.0,16204.0,ACCIÓN SOCIAL,3000.0,0.0,3000.0,2662.09
A,2313.0,16205.0,SEGUROS,100.0,0.0,100.0,85.76
A,2313.0,16209.0,OTROS GASTOS SOCIALES,100.0,0.0,100.0,129.89
A,2313.0,20600.0,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,9500.0,0.0,9500.0,6189.56
A,2313.0,21200.0,REP. MANT. Y CONSERVACION EDIFICIOS,4000.0,0.0,4000.0,1404.77
A,2313.0,22100.0,SUMINISTROS: ENERGÍA ELÉCTRICA,3000.0,0.0,3000.0,0.0
A,2313.0,22101.0,SUMINISTROS: AGUA,650.0,0.0,650.0,400.04
A,2313.0,22200.0,SERVICIOS DE TELECOMUNICACIONES,3500.0,0.0,3500.0,2224.18
A,2313.0,22606.0,"REUNIONES, CONFERENCIAS, CURSOS",2000.0,0.0,2000.0,1210.0
A,2313.0,22612.0,PUNTO MUNICIPAL SOLIDARIO,2000.0,0.0,2000.0,1998.39
A,2313.0,22616.0,PUNTO DE INFORMACIÓN ASOCIATIVA,2000.0,0.0,2000.0,0.0
A,2313.0,22617.0,PLAN DE IGUALDAD,5900.0,0.0,5900.0,14179.6
A,2313.0,22624.0,PREVENCIÓN Y SENSIBILIZACIÓN,10000.0,15000.0,25000.0,22257.14
A,2313.0,22625.0,CONCILIACIÓN Y CORRESPONSABILIDAD,25000.0,0.0,25000.0,15615.65
