#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
B03,491,21600,"REPARACIONES, MTO Y CONSERVACION EQUIPOS PROCESOS DE INFORMA",5000,0,5000,3737.91
B03,491,22002,MATERIAL INFORMATICO NO INVENTARIABLE,20000,0,20000,20000
B03,491,22736,MANTENIMIENTO APLICACIONES INFORMATICAS,500000,0,500000,386979.79
B03,491,62600,INVERSION EQUIPOS INFORMATICOS,200000,0,200000,49569.12
B03,491,62601,CONEXION NUEVOS EDIFICIOS MUNICIPALES,500000,0,500000,335528.52
B03,491,64100,GTOS. EN APLICACIONES INFORMATICAS,100000,0,100000,35896.19
B04,495,13000,RETRIBUCIONES BÁSICAS,82675.26,0,82675.26,54264.41
B04,495,13002,OTRAS REMUNERACIONES,12473.72,0,12473.72,8003.05
B04,495,14300,OTRO PERSONAL,3467.21,0,3467.21,0
B04,495,15000,PRODUCTIVIDAD,11744.6,0,11744.6,7535.16
B04,495,15200,OTROS INCENTIVOS AL RENDIMIENTO,469.57,0,469.57,434.41
B04,495,15300,COMPLEMENTO DEDICACION ESPECIAL,5428.92,0,5428.92,3611.22
B04,495,16000,SEGURIDAD SOCIAL,39178.66,0,39178.66,21872.81
B04,495,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,247.66,0,247.66,194.29
B04,495,16204,ACCIÓN SOCIAL,940.17,0,940.17,183.8
B04,495,16205,SEGUROS,206.53,0,206.53,131.05
B04,495,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",10000,0,10000,348.48
B04,495,22622,PUBLICACIONES EN PERIODICOS,5000,0,5000,3780.04
B04,495,22642,PUBLICIDAD INSTITUCIONAL,50000,0,50000,0
B04,495,22690,GASTOS DIVERSOS  PUBLICIDAD INSTITUCIONAL,30000,0,30000,11802.65
B04,495,22738,SERVICIOS DEPARTAMENTO PRENSA,60000,0,60000,12074.4
B04,495,22743,SERVICIOS IMPRESION Y MARKETING DIGITAL,35000,0,35000,0
B04,495,62504,MATERIAL INVENTARIABLE,20000,0,20000,0
C01,011,31000,INTERESES DE PRESTAMOS Y OTRAS OPER. FINANCIERAS EN EUROS,50000,0,50000,16098.73
C01,011,35200,INTERESES DE DEMORA,300000,0,300000,239338.37
C01,011,35900,OTROS GASTOS FINANCIEROS,100000,0,100000,99730
C01,011,91100,AMORTIZACION PRESTAMO IDAE.,56133.36,0,56133.36,56133.36
C01,011,91106,AMORT DE PRÉSTAMOS A L/P  REFINANCIACION FFPP.,1550000,0,1550000,1531080.87
C01,929,50000,FONDO DE CONTINGENCIA,200000,-200000,0,0
C01,931,12000,SUELDOS DEL GRUPO A1,16071.47,0,16071.47,19936.22
C01,931,12003,SUELDOS DEL GRUPO C1,10823.93,0,10823.93,10851.62
C01,931,12006,TRIENIOS,11139.06,0,11139.06,11825.71
C01,931,12100,COMPLEMENTO DE DESTINO,22666.72,0,22666.72,25705.01
C01,931,12101,COMPLEMENTO ESPECÍFICO,60169.76,0,60169.76,70287.83
C01,931,13000,RETRIBUCIONES BÁSICAS,100052.24,0,100052.24,113154.28
C01,931,13002,OTRAS REMUNERACIONES,32764.9,0,32764.9,37305.97
C01,931,14300,OTRO PERSONAL,8090.16,0,8090.16,0
C01,931,15000,PRODUCTIVIDAD,26099.5,0,26099.5,29996.7
C01,931,15200,OTROS INCENTIVOS AL RENDIMIENTO,1095.65,0,1095.65,0
C01,931,16000,SEGURIDAD SOCIAL,81114.79,0,81114.79,95057.36
C01,931,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1262.66,0,1262.66,1292.79
C01,931,16204,ACCIÓN SOCIAL,2193.73,0,2193.73,2040.09
C01,931,16205,SEGUROS,481.91,0,481.91,425.49
C01,931,23302,INDEMNIZACIONS CONTRATOS SUSPENDIDOS,30000,0,30000,29648.45
C01,934,12000,SUELDOS DEL GRUPO A1,16071.47,0,16071.47,26592.35
C01,934,12006,TRIENIOS,7851.8,0,7851.8,4361.54
C01,934,12100,COMPLEMENTO DE DESTINO,14850.81,0,14850.81,9148.52
C01,934,12101,COMPLEMENTO ESPECÍFICO,48838.86,0,48838.86,30086.36
C01,934,13000,RETRIBUCIONES BÁSICAS,59988.15,0,59988.15,47782.5
C01,934,13002,OTRAS REMUNERACIONES,23734.76,0,23734.76,18618.96
C01,934,14300,OTRO PERSONAL,4622.95,0,4622.95,0
C01,934,15000,PRODUCTIVIDAD,19565.7,0,19565.7,13526.04
C01,934,15200,OTROS INCENTIVOS AL RENDIMIENTO,626.09,0,626.09,0
C01,934,16000,SEGURIDAD SOCIAL,48923.96,0,48923.96,30744.35
C01,934,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,525.98,0,525.98,412.61
C01,934,16204,ACCIÓN SOCIAL,1253.56,0,1253.56,449.59
C01,934,16205,SEGUROS,275.38,0,275.38,171.53
D01,231,12003,SUELDOS DEL GRUPO C1,10823.93,0,10823.93,6008.68
D01,231,12100,COMPLEMENTO DE DESTINO,6740.79,0,6740.79,3688.67
D01,231,12101,COMPLEMENTO ESPECÍFICO,5999.56,0,5999.56,3283.09
D01,231,13000,RETRIBUCIONES BÁSICAS,547172.72,0,547172.72,552529.39
D01,231,13002,OTRAS REMUNERACIONES,90832.56,0,90832.56,90750.9
D01,231,14300,OTRO PERSONAL,24270.49,0,24270.49,64135.11
D01,231,15000,PRODUCTIVIDAD,68168.8,0,68168.8,64065.75
D01,231,15200,OTROS INCENTIVOS AL RENDIMIENTO,3286.96,0,3286.96,9591.1
D01,231,16000,SEGURIDAD SOCIAL,258187.93,0,258187.93,226317.75
D01,231,16200,OTROS INCENTIVOS AL RENDIMIENTO,4298.42,0,4298.42,3703.11
D01,231,16204,ACCIÓN SOCIAL,12642.82,0,12642.82,9989.75
D01,231,16205,SEGUROS,1308.04,0,1308.04,1789.36
D01,231,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,10000,0,10000,10000
D01,231,21200,REP. MANT. Y CONSERVACION EDIFICIOS,10000,0,10000,1737.02
D01,231,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,200000,0,200000,145932.1
D01,231,22101,SUMINISTROS: AGUA,10000,0,10000,2774.63
D01,231,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,11881.11
D01,231,22201,POSTALES,15000,0,15000,12891.78
D01,231,22718,MANTENIMIENTO ASCENSORES,3000,0,3000,1643.73
D01,231,22719,MANTENIMIENTO CLIMATIZACION,20000,0,20000,17061.33
D01,231,22722,CONTRATOS  ATENCION DOMICIL.  (COMIDA A DOMICILIO),110500,0,110500,21244.41
D01,231,22724,T.R.O.E.P.: SERVICIO TELEASISTENCIA,60000,0,60000,37430.87
D01,231,22725,TRABAJOS EMPRESAS Y PROF: PROGRAMA DE FAMILIA,200000,0,200000,94473.58
D01,231,22726,CONTRATO SERVICIO AYUDA A DOMICILIO,330000,0,330000,267906.9
D01,231,22727,T.R.O.E.P.:AUTONOMÍA PERSONAL,100000,0,100000,11760.31
D01,231,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFES.,30000,0,30000,12165.89
D01,231,48002,CONVENIO CARITAS DIOCESANA DE GETAFE,20000,0,20000,10000
D01,231,48015,CONVENIO CRUZ ROJA ESPAÑOLA,20000,0,20000,10000
D01,231,48018,EMERGENCIA SOCIAL,450000,0,450000,250072.37
D01,231,48021,AYUDAS MEJORA HABITABILIDAD,12000,0,12000,1886.25
D02,327,22662,ACTIVIDADES MEMORIA DEMOCRATICA,15000,0,15000,12342
D02,327,22777,CONTRATOS MEMORIA DEMOCRATICA,15000,0,15000,3025
D03,924,13000,RETRIBUCIONES BÁSICAS,21921.99,0,21921.99,17164.87
D03,924,13002,OTRAS REMUNERACIONES,5999.56,0,5999.56,4706.41
D03,924,14300,OTRO PERSONAL,1155.74,0,1155.74,0
D03,924,15000,PRODUCTIVIDAD,2961.14,0,2961.14,2322.85
D03,924,15200,OTROS INCENTIVOS AL RENDIMIENTO,1143.52,0,1143.52,591.65
D03,924,16000,SEGURIDAD SOCIAL,11176.87,0,11176.87,7023.66
D03,924,16204,ACCIÓN SOCIAL,313.39,0,313.39,0
D03,924,16205,SEGUROS,68.84,0,68.84,43.22
D03,924,22616,PUNTO DE INFORMACIÓN ASOCIATIVA,3000,0,3000,0
D03,924,22621,ACTIVIDADES DE PARTICIPACION CIUDADANA,20000,0,20000,0
D03,924,48011,CONVENIO ALCOHOLICOS REHABILITADOS ASOC. PINTO- ARAP,5000,0,5000,2500
D03,924,48013,CONVENIO ASOC. FIBROMIALGIA AFECTADOS DE PINTO-AFAP,5000,0,5000,2500
D03,924,48024,AYUDAS Y SUBVE. A ORGANIZACIONES VECINALES,150000,95391.11,245391.11,42637.91
E01,320,13000,RETRIBUCIONES BÁSICAS,124990.1,0,124990.1,119709.64
E01,320,13002,OTRAS REMUNERACIONES,25983.44,0,25983.44,23514.53
E01,320,14300,OTRO PERSONAL,6934.43,0,6934.43,0
E01,320,15000,PRODUCTIVIDAD,30821.94,0,30821.94,29147.16
E01,320,15200,OTROS INCENTIVOS AL RENDIMIENTO,1465.11,0,1465.11,433.6
E01,320,16000,SEGURIDAD SOCIAL,64105.24,0,64105.24,69479.13
E01,320,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1386.14,0,1386.14,1067.55
E01,320,16204,ACCIÓN SOCIAL,1880.34,0,1880.34,1840.62
E01,320,16205,SEGUROS,413.07,0,413.07,462.36
E01,320,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,5000,0,5000,2284.19
E01,320,21200,REP. MANT. Y CONSERVACION EDIFICIOS,10000,0,10000,7076.04
E01,320,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,10000,0,10000,4920
E01,320,22101,SUMINISTROS: AGUA,5000,0,5000,10080
E01,320,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,12069.39
E01,320,22201,POSTALES,10000,0,10000,7008.89
E01,320,22718,MANTENIMIENTO ASCENSORES,3000,0,3000,21937.09
E01,320,22719,MANTENIMIENTO CLIMATIZACION,10000,0,10000,18842.88
E01,320,22729,CONTRATO SERVICIO ACTIVIDADES EXTRAESCOLARES Y HORARIO AMPLI,610000,0,610000,384790.85
E01,320,22746,CONTRATO GESTION LUDOTECA MPAL,247500,0,247500,83044.36
E01,320,42200,CONVENIO UNED,12000,0,12000,11221.27
E01,320,48009,CONVENIO ABSENTISMO ESCOLAR,7919.33,0,7919.33,9683
E01,320,48019,PROGRAMA MUNICIPAL DE APOYO A LA ESCOLARIDAD,150000,20000,170000,84026.6
E01,323,13000,RETRIBUCIONES BÁSICAS,349011.15,0,349011.15,340532.24
E01,323,13002,OTRAS REMUNERACIONES,122070.76,0,122070.76,99898.55
E01,323,14300,OTRO PERSONAL,21959.02,0,21959.02,14218.18
E01,323,15000,PRODUCTIVIDAD,69134.16,0,69134.16,57915.99
E01,323,15200,OTROS INCENTIVOS AL RENDIMIENTO,2973.91,0,2973.91,730.61
E01,323,16000,SEGURIDAD SOCIAL,190242.34,0,190242.34,161590.65
E01,323,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,2805.88,0,2805.88,2272.98
E01,323,16204,ACCIÓN SOCIAL,5954.42,0,5954.42,4204.67
E01,323,16205,SEGUROS,1170.36,0,1170.36,1140.84
E01,323,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,5000,0,5000,2232.2
E01,323,21200,REP. MANT. Y CONSERVACION EDIFICIOS,40000,0,40000,1904.36
E01,323,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,190000,0,190000,113719.69
E01,323,22101,SUMINISTROS: AGUA,35000,0,35000,40337.78
E01,323,22102,SUMINISTROS: GAS,120000,0,120000,137036.18
E01,323,22128,MATERIAL DE EDUCACION,5000,0,5000,3045.04
E01,323,22200,SERVICIOS DE TELECOMUNICACIONES,5000,0,5000,2716.05
E01,323,22718,MANTENIMIENTO ASCENSORES,9000,0,9000,1472.38
E01,323,22719,MANTENIMIENTO CLIMATIZACION,30000,0,30000,5864.33
E01,323,22728,CONTRATO MANUTENCION NIÑOS E. INFANTIL,150000,0,150000,74871.69
E01,323,22793,CONTRATO SUMINISTRO PRODUCTOS FARMACEUTICOS,5000,0,5000,993.2
E01,323,48006,TRANSFERENCIAS ESCUELAS INFANTILES,612331.16,249030.33,861361.49,768406.49
E01,326,13000,RETRIBUCIONES BÁSICAS,26133.39,0,26133.39,25842.51
E01,326,13002,OTRAS REMUNERACIONES,3606.68,0,3606.68,3595.23
E01,326,14300,OTRO PERSONAL,1155.74,0,1155.74,0
E01,326,15000,PRODUCTIVIDAD,3899.14,0,3899.14,3886.74
E01,326,15200,OTROS INCENTIVOS AL RENDIMIENTO,156.52,0,156.52,0
E01,326,16000,SEGURIDAD SOCIAL,11766.12,0,11766.12,10021.49
E01,326,16204,ACCIÓN SOCIAL,313.39,0,313.39,0
E01,326,16205,SEGUROS,68.84,0,68.84,63.24
E02,241,13000,RETRIBUCIONES BÁSICAS,74250.5,0,74250.5,65528.99
E02,241,13002,OTRAS REMUNERACIONES,21588.42,0,21588.42,17608.29
E02,241,14300,OTRO PERSONAL,3467.21,0,3467.21,6969.91
E02,241,14301,SUELDOS PROY . REACTIVACION  30 AÑOS RDLD/0086/2021,0,75013.78,75013.78,60163.94
E02,241,14302,SALARIOS CUALIFICACION MAYORES 30 AÑOS EXP CDLD/0041/2021,0,9906.1,9906.1,14685.33
E02,241,14303,SALARIOS PROY  ACTIV.PROF.MENORES 30 AÑOS- GJADLD/0016/2021,0,11461.39,11461.39,8583.6
E02,241,14304,SALARIO PROY.CUALIF.MENOR 30 AÑOS EXP. GJCDLD/0015/2021,0,7175.1,7175.1,6486.32
E02,241,14307,SALARIOS PROY. ACTIVACION MENOR 30 AÑOS,50990.93,0,50990.93,44025.9
E02,241,14308,SALARIO PROY. REACTIV. MAYOR 30 AÑOS-,171887.31,0,171887.31,166274.8
E02,241,14309,SALARIOS PROY. CUALIFIC. MENOR 30 AÑOS,61224,0,61224,61223.99
E02,241,14310,SALARIOS PRO. CUALIF. MAYOR 30 AÑOS,61224,0,61224,63424.88
E02,241,15000,PRODUCTIVIDAD,9863.56,0,9863.56,9459.13
E02,241,15200,OTROS INCENTIVOS AL RENDIMIENTO,469.57,0,469.57,0
E02,241,16000,SEGURIDAD SOCIAL,36259.09,42472.28,78731.37,38550.74
E02,241,16200,SEGURIDAD SOCIAL,1465.94,0,1465.94,1135.75
E02,241,16204,ACCIÓN SOCIAL,940.17,0,940.17,786.41
E02,241,16205,SEGUROS,206.53,0,206.53,291.24
E02,241,21200,REP. MANT. Y CONSERVACION EDIFICIOS,10000,0,10000,0
E02,241,22102,SUMINISTROS: GAS,5000,0,5000,0
E02,241,22121,GTOS. DIVERSOS REACTIV. MAYORES 30 AÑOS,600,0,600,0
E02,241,22122,"GTOS VESTUARIO, EPIS, ETC. PROG REACTIV. MAYOR 30 RDLD 0086/",0,600,600,0
E02,241,22201,POSTALES,5000,0,5000,5000
E02,241,22711,FORMACION PROY ACTIV. MAYORES 30 AÑOS,7200,0,7200,0
E02,241,22712,PROGRAMA ACTIVACION MENORES,2160,0,2160,1585.44
E02,241,22713,FORMACION PROY CUALIF MENORES 30 AÑOS,15600,0,15600,9937.18
E02,241,22717,FORM. PROY. CUALIF. MAYORES 30 AÑOS,15600,0,15600,8734.81
E02,241,22719,MANTENIMIENTO CLIMATIZACION,8000,0,8000,6126.53
E02,241,22721,ESTUDIO SOCIODEMOGRAFICO,30000,0,30000,0
E02,241,22731,TALLERES EMPLEABILIDAD,19000,0,19000,4133.9
E02,241,22734,AGENCIA COLOCACION,5000,0,5000,3206.52
E02,241,22764,CONTRATOS PROGRAMA DE GRABACION Y TRATAMIENTO DATOS Y DOCUME,19800,0,19800,0
E02,241,22766,CONTRATOS PROGRAMA ATENC. SOCIOSANITARIA A PERSONAS DEPENDIE,20250,0,20250,0
E02,241,22767,CONTRATOS PROGRAMA TECNICO DE SOFTWARE INFORMATICO,19325,0,19325,0
E02,241,22768,CONTRATOS PROGRAMA INGLES GESTION COMERCIAL,15000,0,15000,0
E02,241,22769,GASTOS EJECUCION PROGRAMA DE GRABACION Y TRAT. DATOS,19656,0,19656,0
E02,241,22771,GASTOS DE EJECUCION PROGRAMA TECNICO DE SOFTWARE INFORMATICO,34282.6,0,34282.6,0
E02,241,22772,GASTOS EJECUCION PROGRAMA INGLES COMERCIAL,15342.6,0,15342.6,0
E02,241,22773,GASTOS EJECUCION PROGRAMA ATENC SOCIOSANITA A PERSONAS DEPEN,22422,0,22422,0
E02,241,22776,FORMACION PROYECTO CUALIFICACION MAYOR 30 EXP CDLD/0041/2021,0,14400,14400,1406.15
E02,241,22778,FORMACION PROYECTO REACTIV MAYOR 30 AÑOS EXP RDLD/0086/2021,0,5520,5520,0
E02,241,22779,FORMACION PROY CUALIF. MENOR 30 AÑOS EXP GJCDLD/0015/2021,0,3000,3000,0
E03,234,12003,SUELDOS DEL GRUPO C1,10823.93,0,10823.93,5923.08
E03,234,12100,COMPLEMENTO DE DESTINO,6740.79,0,6740.79,3688.67
E03,234,12101,COMPLEMENTO ESPECÍFICO,5999.56,0,5999.56,3283.09
E03,234,13000,RETRIBUCIONES BÁSICAS,27057.68,0,27057.68,24259.08
E03,234,13002,OTRAS REMUNERACIONES,2761.78,0,2761.78,3333.62
E03,234,14300,OTRO PERSONAL,2311.48,0,2311.48,0
E03,234,15000,PRODUCTIVIDAD,6379.52,0,6379.52,5375.86
E03,234,15200,OTROS INCENTIVOS AL RENDIMIENTO,313.04,0,313.04,0
E03,234,16000,SEGURIDAD SOCIAL,22048.66,0,22048.66,15607.29
E03,234,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,870.52,0,870.52,361.32
E03,234,16204,ACCIÓN SOCIAL,2885.04,0,2885.04,147.25
E03,234,16205,SEGUROS,68.84,0,68.84,63.24
E03,234,22637,ACTIVIDADES JUVENTUD E INFANCIA,30000,0,30000,29401.08
E03,234,22660,CONSEJO JUVENTUD E INFANCIA,15000,0,15000,0
E03,234,22733,PLAN DE JUVENTUD E INFANCIA,40000,0,40000,0
E03,234,22745,CONTRATO CAMPAMENTO URBANO,300000,0,300000,170661.96
E03,234,22786,T.R.O.E.P. PROGRAMAS DE JUVENTUD E INFANCIA,130000,0,130000,36499.8
E03,234,48005,PREMIOS JUVENTUD E INFANCIA,5000,0,5000,0
F01,333,13000,RETRIBUCIONES BÁSICAS,401553.02,0,401553.02,387294.63
F01,333,13002,OTRAS REMUNERACIONES,90560.26,0,90560.26,67668.67
F01,333,14300,OTRO PERSONAL,23114.75,0,23114.75,40486.5
F01,333,15000,PRODUCTIVIDAD,84232.12,0,84232.12,78791.9
F01,333,15200,OTROS INCENTIVOS AL RENDIMIENTO,3130.43,0,3130.43,72.54
F01,333,16000,SEGURIDAD SOCIAL,203345.96,0,203345.96,168657.33
F01,333,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,619.78,0,619.78,376.09
F01,333,16204,ACCIÓN SOCIAL,6267.81,0,6267.81,3836.98
F01,333,16205,SEGUROS,1170.36,0,1170.36,1140.84
F01,333,22615,GASTOS ESCUELA MUSICA,15000,0,15000,8545.52
F01,333,62500,INVERSION EN INSTRUMENTOS Y EQUIPAMIENTO ESCUELA MUSICA,50000,0,50000,46955.76
F01,334,12001,SUELDOS DEL GRUPO A2,14132.34,0,14132.34,16764.57
F01,334,12006,TRIENIOS,4803.12,0,4803.12,5156.26
F01,334,12100,COMPLEMENTO DE DESTINO,8936.11,0,8936.11,9698.24
F01,334,12101,COMPLEMENTO ESPECÍFICO,15145.9,0,15145.9,15614.92
